ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
3454	MNJBuu4	tree	kpón / kə́tsʊ́ntə́	kpón	kp o.⁵/o n		1 7 4	AXN	KUN	28	28.K.C 28.U.V 28.N.c	2.0 1.5 0.8	kpo.⁵/on	0	3207	kp - o.⁵/o - n
3455	KEMBuu1	tree	kpʊ́n / tsʊ́n	kpʊ́n	kp ʊ.⁵/ʊ n		1 7 4	AXN	KYN	20	20.K.C 20.Y.V 20.N.c	2.0 1.5 0.8	kpʊ.⁵/ʊn	0	3207	kp - ʊ.⁵/ʊ - n
3456	KCYBuu2	tree	kə̄tɪ̄ / bə́tɪ́kpə́	kə̄tɪ̄	k ə.³/ə t ɪ.³/ɪ		1 7 1 7	AXBZ	KETI	17	17.K.C 17.E.V 17.T.C 17.I.V	2.0 1.5 1.75 0.8	kə.³/ətɪ.³/ɪ	0	3206	k ə.³/ə t ɪ.³/ɪ -
3457	KHKFang12	tree	kpún / kún	kpún	kp u.¹/u n		1 7 4	AXN	KYN	22	22.K.C 22.Y.V 22.N.c	2.0 1.5 0.8	kpu.¹/un	0	3207	kp - u.¹/u - n
3458	DPNFang13	tree	kpún / kún~kʷún	kpún	kp u.¹/u n		1 7 4	AXN	KYN	10	10.K.C 10.Y.V 10.N.c	2.0 1.5 0.8	kpu.¹/un	0	3207	kp - u.¹/u - n
3459	KDVFang1	tree	kpʊ̄n / kwʊ́n	kpʊ̄n	kp ʊ.³/ʊ n		1 7 4	AXN	KYN	19	19.K.C 19.Y.V 19.N.c	2.0 1.5 0.8	kpʊ.³/ʊn	0	3207	kp - ʊ.³/ʊ - n
3460	KJSFang2	tree	kpʊ́n / kwʊ́n	kpʊ́n	kp ʊ.⁵/ʊ n		1 7 4	AXN	KYN	23	23.K.C 23.Y.V 23.N.c	2.0 1.5 0.8	kpʊ.⁵/ʊn	0	3207	kp - ʊ.⁵/ʊ - n
3461	JGYKoshin3	tree	kpéɲ / tséɲ	kpéɲ	kp e.⁵/e ɲ		1 7 4	AXN	KEN	14	14.K.C 14.E.V 14.N.c	2.0 1.5 0.8	kpe.⁵/eɲ	0	3207	kp - e.⁵/e - ɲ
3462	TELKoshin4	tree	kpɪ́ɲ / tsɪ́ɲ	kpɪ́ɲ	kp ɪ.⁵/ɪ ɲ		1 7 4	AXN	KIN	46	46.K.C 46.I.V 46.N.c	2.0 1.5 0.8	kpɪ.⁵/ɪɲ	0	3207	kp - ɪ.⁵/ɪ - ɲ
3463	KCSKung3	tree	fə̀kâʔ / m̄kâʔ	fə̀kâʔ	f ə.¹/ə k a.⁵¹/a ʔ		3 7 1 7 1	AXBYN	BEKAH	16	16.B.C 16.E.V 16.K.C 16.A.V 16.H.c	2.0 1.5 1.75 1.3 0.8	fə.¹/əka.⁵¹/aʔ	0	3210	f ə.¹/ə k a.⁵¹/a ʔ
3464	NJSKung4	tree	fə́kâʔ / ḿkâʔ	fə́kâʔ	f ə.⁵/ə k a.⁵¹/a ʔ		3 7 1 7 1	AXBYN	BEKAH	38	38.B.C 38.E.V 38.K.C 38.A.V 38.H.c	2.0 1.5 1.75 1.3 0.8	fə.⁵/əka.⁵¹/aʔ	0	3210	f ə.⁵/ə k a.⁵¹/a ʔ
3465	ZKGKung1	tree	fə́kâʔ / ḿkâʔ	fə́kâʔ	f ə.⁵/ə k a.⁵¹/a ʔ		3 7 1 7 1	AXBYN	BEKAH	49	49.B.C 49.E.V 49.K.C 49.A.V 49.H.c	2.0 1.5 1.75 1.3 0.8	fə.⁵/əka.⁵¹/aʔ	0	3210	f ə.⁵/ə k a.⁵¹/a ʔ
3466	BNMKung2	tree	fə̀kâʔ / m̀kâʔ	fə̀kâʔ	f ə.¹/ə k a.⁵¹/a ʔ		3 7 1 7 1	AXBYN	BEKAH	7	7.B.C 7.E.V 7.K.C 7.A.V 7.H.c	2.0 1.5 1.75 1.3 0.8	fə.¹/əka.⁵¹/aʔ	0	3210	f ə.¹/ə k a.⁵¹/a ʔ
3467	NMNMundabli3	tree	kpāːn / tswān	kpāːn	kp aː.³/aː n		1 7 4	AXN	KAN	40	40.K.C 40.A.V 40.N.c	2.0 1.5 0.8	kpaː.³/aːn	0	3207	kp - aː.³/aː - n
3468	CENMundabli2	tree	kpān / tswán	kpān	kp a.³/a n		1 7 4	AXN	KAN	8	8.K.C 8.A.V 8.N.c	2.0 1.5 0.8	kpa.³/an	0	3207	kp - a.³/a - n
3469	LFNMundabli1	tree	kpāːn / tswán	kpāːn	kp aː.³/aː n		1 7 4	AXN	KAN	25	25.K.C 25.A.V 25.N.c	2.0 1.5 0.8	kpaː.³/aːn	0	3207	kp - aː.³/aː - n
3470	NINMundabli4	tree	kpáːn / tsūānyə́	kpáːn	kp aː.⁵/aː n		1 7 4	AXN	KAN	37	37.K.C 37.A.V 37.N.c	2.0 1.5 0.8	kpaː.⁵/aːn	0	3207	kp - aː.⁵/aː - n
3471	NGTMunken3	tree	àtì / bìtì	àtì	a.¹/a t i.¹/i		7 1 7	XBZ	ATI	36	36.A.V 36.T.C 36.I.V	1.5 1.75 0.8	a.¹/ati.¹/i	0	3206	- a.¹/a t i.¹/i -
3472	NUNMunken4	tree	àtì / bìtì	àtì	a.¹/a t i.¹/i		7 1 7	XBZ	ATI	43	43.A.V 43.T.C 43.I.V	1.5 1.75 0.8	a.¹/ati.¹/i	0	3206	- a.¹/a t i.¹/i -
3473	NEAMunken1	tree	àtì / bìtì	àtì	a.¹/a t i.¹/i		7 1 7	XBZ	ATI	34	34.A.V 34.T.C 34.I.V	1.5 1.75 0.8	a.¹/ati.¹/i	0	3206	- a.¹/a t i.¹/i -
3474	TNTMunken2	tree	àtì / bìtì	àtì	a.¹/a t i.¹/i		7 1 7	XBZ	ATI	47	47.A.V 47.T.C 47.I.V	1.5 1.75 0.8	a.¹/ati.¹/i	0	3206	- a.¹/a t i.¹/i -
3475	MCANgun3	tree	kə̀tòː~àtòː / bìtòː~ɪ̀tò	kə̀tòː	k ə.¹/ə t oː.¹/oː		1 7 1 7	AXBZ	KETU	26	26.K.C 26.E.V 26.T.C 26.U.V	2.0 1.5 1.75 0.8	kə.¹/ətoː.¹/oː	0	3206	k ə.¹/ə t oː.¹/oː -
3476	KBMNgun4	tree	kə̀tò / bìtò	kə̀tò	k ə.¹/ə t o.¹/o		1 7 1 7	AXBZ	KETU	15	15.K.C 15.E.V 15.T.C 15.U.V	2.0 1.5 1.75 0.8	kə.¹/əto.¹/o	0	3206	k ə.¹/ə t o.¹/o -
3477	WCANgun1	tree	kə́tœ̂ / bítœ̂	kə́tœ̂	k ə.⁵/ə t œ.⁵¹/œ		1 7 1 7	AXBZ	KETU	48	48.K.C 48.E.V 48.T.C 48.U.V	2.0 1.5 1.75 0.8	kə.⁵/ətœ.⁵¹/œ	0	3206	k ə.⁵/ə t œ.⁵¹/œ -
3478	AOMNgun2	tree	kə̀tø̀ / bìtø̀	kə̀tø̀	k ə.¹/ə t ø.¹/ø		1 7 1 7	AXBZ	KETU	3	3.K.C 3.E.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	kə.¹/ətø.¹/ø	0	3206	k ə.¹/ə t ø.¹/ø -
3479	APBMumfu1	tree	kyáŋ / kyáŋbə́	kyáŋ	k j a.⁵/a ŋ		1 6 7 4	ACXN	KJAN	4	4.K.C 4.J.C 4.A.V 4.N.c	2.0 1.5 1.5 0.8	kja.⁵/aŋ	0	3207	k j a.⁵/a - ŋ
3480	DNMMumfu2	tree	kyáŋn / kyáŋmbɛ́n	kyáŋn	k j a.⁵/a ŋ n		1 6 7 4 4	ACXLN	KJANN	9	9.K.C 9.J.C 9.A.V 9.N.c 9.N.c	2.0 1.5 1.5 1.1 0.8	kja.⁵/aŋn	0	3207	k j a.⁵/a ŋ n
3481	BKBMashi2	tree	átí / bítí	átí	a.⁵/a t i.⁵/i		7 1 7	XBZ	ATI	6	6.A.V 6.T.C 6.I.V	1.5 1.75 0.8	a.⁵/ati.⁵/i	0	3206	- a.⁵/a t i.⁵/i -
3482	KFKMashi1	tree	átí / bítí	átí	a.⁵/a t i.⁵/i		7 1 7	XBZ	ATI	21	21.A.V 21.T.C 21.I.V	1.5 1.75 0.8	a.⁵/ati.⁵/i	0	3206	- a.⁵/a t i.⁵/i -
3483	ABSMissong1	tree	ʊ̀kwà / ìkwà	ʊ̀kwà	ʊ.¹/ʊ k w a.¹/a		7 1 6 7	XBCZ	YKWA	1	1.Y.V 1.K.C 1.W.C 1.A.V	1.5 1.75 1.5 0.8	ʊ.¹/ʊkwa.¹/a	0	3204	ʊ.¹/ʊ k w a.¹/a
3484	AGAMissong2	tree	ʊ́kwâ / ɪ́kwáyí	ʊ́kwâ	ʊ.⁵/ʊ k w a.⁵¹/a		7 1 6 7	XBCZ	YKWA	2	2.Y.V 2.K.C 2.W.C 2.A.V	1.5 1.75 1.5 0.8	ʊ.⁵/ʊkwa.⁵¹/a	0	3204	ʊ.⁵/ʊ k w a.⁵¹/a
15509	NCCMumfu4	tree	kpán / tsɔ̄n	kpán	kp a.⁵/a n		1 7 4	AXN	KAN	31	31.K.C 31.A.V 31.N.c	2.0 1.5 0.8	kpa.⁵/an	0	3207	kp - a.⁵/a - n
15510	MEAMumfu3	tree	kʲáŋ / kʲáŋ	kʲáŋ	kʲ a.⁵/a ŋ		1 7 4	AXN	KAN	27	27.K.C 27.A.V 27.N.c	2.0 1.5 0.8	kʲa.⁵/aŋ	0	3207	kʲ - a.⁵/a - ŋ
15961	NMSMissong4	tree	ʊ́kʷâ / ɪ́kʷâ	ʊ́kʷâ	ʊ.⁵/ʊ kʷ a.⁵¹/a		7 1 7	XBZ	YKA	41	41.Y.V 41.K.C 41.A.V	1.5 1.75 0.8	ʊ.⁵/ʊkʷa.⁵¹/a	0	3204	ʊ.⁵/ʊ kʷ - a.⁵¹/a
15962	NDNMissong5	tree	ʊ̀kʷà / ɪ̀kʷà	ʊ̀kʷà	ʊ.¹/ʊ kʷ a.¹/a		7 1 7	XBZ	YKA	33	33.Y.V 33.K.C 33.A.V	1.5 1.75 0.8	ʊ.¹/ʊkʷa.¹/a	0	3204	ʊ.¹/ʊ kʷ - a.¹/a
16411	BAAMashi4	tree	átí / bítí	átí	a.⁵/a t i.⁵/i		7 1 7	XBZ	ATI	5	5.A.V 5.T.C 5.I.V	1.5 1.75 0.8	a.⁵/ati.⁵/i	0	3206	- a.⁵/a t i.⁵/i -
16412	NCMMashi5	tree	átí / bítí	átí	a.⁵/a t i.⁵/i		7 1 7	XBZ	ATI	32	32.A.V 32.T.C 32.I.V	1.5 1.75 0.8	a.⁵/ati.⁵/i	0	3206	- a.⁵/a t i.⁵/i -
6884	NVBAbar7	umbrella	àbákɛ̀~kə̀bákkō/ɪ́bákkə́bî~ɪ̀bákɛ̄	àbákɛ̀	a.¹/a b a.⁵/a k ɛ.¹/ɛ		7 1 7 1 7	XBYBZ	APAKE	44	44.A.V 44.P.C 44.A.V 44.K.C 44.E.V	1.5 1.75 1.3 1.75 0.8	a.¹/aba.⁵/akɛ.¹/ɛ	0	3220	- a.¹/a b a.⁵/a - k ɛ.¹/ɛ
6885	ECLAbar8	umbrella	kə́bákkō / bíbákō	kə́bákkō	k ə.⁵/ə b a.⁵/a k k o.³/o		1 7 1 7 1 1 7	AXBYMBZ	KEPAKKU	11	11.K.C 11.E.V 11.P.C 11.A.V 11.K.c 11.K.C 11.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kə.⁵/əba.⁵/akko.³/o	0	3220	k ə.⁵/ə b a.⁵/a k k o.³/o
6886	NMAAbar1	umbrella	kébákō / bíbákō	kébákō	k e.⁵/e b a.⁵/a k o.³/o		1 7 1 7 1 7	AXBYBZ	KEPAKU	39	39.K.C 39.E.V 39.P.C 39.A.V 39.K.C 39.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ke.⁵/eba.⁵/ako.³/o	0	3220	k e.⁵/e b a.⁵/a - k o.³/o
6887	NACAbar2	umbrella	kə̀bákō / bíbákō	kə̀bákō	k ə.¹/ə b a.⁵/a k o.³/o		1 7 1 7 1 7	AXBYBZ	KEPAKU	30	30.K.C 30.E.V 30.P.C 30.A.V 30.K.C 30.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əba.⁵/ako.³/o	0	3220	k ə.¹/ə b a.⁵/a - k o.³/o
6888	NEMAjumbu9	umbrella	kə̀bâʔ ~ bâʔà / bə̀bâʔ~ báʔà	kə̀bâʔ	k ə.¹/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	35	35.K.C 35.E.V 35.P.C 35.A.V 35.H.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əba.⁵¹/aʔ	0	3220	k ə.¹/ə b a.⁵¹/a ʔ - -
6889	NVIAjumbu1	umbrella	kə̀bâʔ / bə̀bâʔ	kə̀bâʔ	k ə.¹/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	45	45.K.C 45.E.V 45.P.C 45.A.V 45.H.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əba.⁵¹/aʔ	0	3220	k ə.¹/ə b a.⁵¹/a ʔ - -
6890	KMNAjumbu2	umbrella	kə̀bâʔ / bə̀bâ	kə̀bâʔ	k ə.¹/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	24	24.K.C 24.E.V 24.P.C 24.A.V 24.H.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əba.⁵¹/aʔ	0	3220	k ə.¹/ə b a.⁵¹/a ʔ - -
6891	KDCAjumbu10	umbrella	kə́bâʔ / bə́bâʔ	kə́bâʔ	k ə.⁵/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	18	18.K.C 18.E.V 18.P.C 18.A.V 18.H.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/əba.⁵¹/aʔ	0	3220	k ə.⁵/ə b a.⁵¹/a ʔ - -
6892	ENBBiya1	umbrella	kə̀nónɛ̀bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂~ómbrélà́/bìnónɛ́bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂~ómbrélàs	kə̀nónɛ̀bʷɪ́kɔ̀ŋɪ̀bʷúkɛ̂	k ə.¹/ə n o.⁵/o n ɛ.¹/ɛ bʷ ɪ.⁵/ɪ k ɔ.¹/ɔ ŋ ɪ.¹/ɪ bʷ u.¹/u k ɛ.⁵¹/ɛ		1 7 4 7 4 7 1 7 1 7 4 7 1 7 1 7	AXBYBYBYBYBYBYBZ	KENUNEPIKUNIPYKE	12	12.K.C 12.E.V 12.N.C 12.U.V 12.N.C 12.E.V 12.P.C 12.I.V 12.K.C 12.U.V 12.N.C 12.I.V 12.P.C 12.Y.V 12.K.C 12.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kə.¹/əno.⁵/onɛ.¹/ɛbʷɪ.⁵/ɪkɔ.¹/ɔŋɪ.¹/ɪbʷu.¹/ukɛ.⁵¹/ɛ	0	3221	k ə.¹/ə n o.⁵/o n ɛ.¹/ɛ bʷ ɪ.⁵/ɪ k ɔ.¹/ɔ ŋ ɪ.¹/ɪ bʷ u.¹/u k ɛ.⁵¹/ɛ
6893	ICNBiya2	umbrella	kə̀ⁿbɑ́ / bìⁿbɑ́	kə̀ⁿbɑ́	k ə.¹/ə n./nb ɑ.⁵/ɑ		1 7 4 7	AXBZ	KENA	13	13.K.C 13.E.V 13.N.C 13.A.V	2.0 1.5 1.75 0.8	kə.¹/ən./nbɑ.⁵/ɑ	0	3222	k ə.¹/ə n./nb - - - ɑ.⁵/ɑ
6894	NNBBuu3	umbrella	kə́bã̂ə̃́~kə́bâŋə́ / bə́bã́ːə̃́~bə́bâŋə́	kə́bã̂ə̃́	k ə.⁵/ə b ã.⁵¹/ã ə̃.⁵/ə̃		1 7 1 7 7	AXBYZ	KEPAE	42	42.K.C 42.E.V 42.P.C 42.A.V 42.E.V	2.0 1.5 1.75 1.3 0.8	kə.⁵/əbã.⁵¹/ãə̃.⁵/ə̃	0	3220	k ə.⁵/ə b ã.⁵¹/ã - - ə̃.⁵/ə̃
6895	MNJBuu4	umbrella	kə́bã̂ə̃́~kə́bàŋə́ / bə́bã̂ːə̃́	kə́bã̂ə̃́	k ə.⁵/ə b ã.⁵¹/ã ə̃.⁵/ə̃		1 7 1 7 7	AXBYZ	KEPAE	28	28.K.C 28.E.V 28.P.C 28.A.V 28.E.V	2.0 1.5 1.75 1.3 0.8	kə.⁵/əbã.⁵¹/ãə̃.⁵/ə̃	0	3220	k ə.⁵/ə b ã.⁵¹/ã - - ə̃.⁵/ə̃
6896	KEMBuu1	umbrella	kə̀bã́ːə̃́ / bə̀bã́ːə̃́	kə̀bã́ːə̃́	k ə.¹/ə b ãː.⁵/ãː ə̃.⁵/ə̃		1 7 1 7 7	AXBYZ	KEPAE	20	20.K.C 20.E.V 20.P.C 20.A.V 20.E.V	2.0 1.5 1.75 1.3 0.8	kə.¹/əbãː.⁵/ãːə̃.⁵/ə̃	0	3220	k ə.¹/ə b ãː.⁵/ãː - - ə̃.⁵/ə̃
6897	KCYBuu2	umbrella	kə́bã̂ːŋə́ / bə́bâːŋə́	kə́bã̂ːŋə́	k ə.⁵/ə b ãː.⁵¹/ãː ŋ ə.⁵/ə		1 7 1 7 4 7	AXBYBZ	KEPANE	17	17.K.C 17.E.V 17.P.C 17.A.V 17.N.C 17.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.⁵/əbãː.⁵¹/ãːŋə.⁵/ə	0	3220	k ə.⁵/ə b ãː.⁵¹/ãː ŋ - ə.⁵/ə
6898	KHKFang12	umbrella	fə́ⁿgófə̄ / mə́ⁿgófə̄	fə́ⁿgófə̄	f ə.⁵/ə n g o.⁵/o f ə.³/ə		3 7 4 1 7 3 7	AXMBYBZ	BENKUBE	22	22.B.C 22.E.V 22.N.c 22.K.C 22.U.V 22.B.C 22.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	fə.⁵/əngo.⁵/ofə.³/ə	0	3219	f ə.⁵/ə n g o.⁵/o f ə.³/ə
6899	DPNFang13	umbrella	fə́ⁿgʊ́fə̄ / mə́ŋgʊ́fə̄	fə́ⁿgʊ́fə̄	f ə.⁵/ə n g ʊ.⁵/ʊ f ə.³/ə		3 7 4 1 7 3 7	AXMBYBZ	BENKYBE	10	10.B.C 10.E.V 10.N.c 10.K.C 10.Y.V 10.B.C 10.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	fə.⁵/əngʊ.⁵/ʊfə.³/ə	0	3219	f ə.⁵/ə n g ʊ.⁵/ʊ f ə.³/ə
6900	JGYKoshin3	umbrella	kə̀bɒ̂ː / bə̀bɒ̂ː	kə̀bɒ̂ː	k ə.¹/ə b ɒː.⁵¹/ɒː		1 7 1 7	AXBZ	KEPO	14	14.K.C 14.E.V 14.P.C 14.O.V	2.0 1.5 1.75 0.8	kə.¹/əbɒː.⁵¹/ɒː	0	3220	k ə.¹/ə b ɒː.⁵¹/ɒː - - -
6901	TELKoshin4	umbrella	kə́bɒ̂ː / bə́bɒ̂ː	kə́bɒ̂ː	k ə.⁵/ə b ɒː.⁵¹/ɒː		1 7 1 7	AXBZ	KEPO	46	46.K.C 46.E.V 46.P.C 46.O.V	2.0 1.5 1.75 0.8	kə.⁵/əbɒː.⁵¹/ɒː	0	3220	k ə.⁵/ə b ɒː.⁵¹/ɒː - - -
6902	MRYKoshin2	umbrella	kə́bɒ̂ː /  bə́tø̂	kə́bɒ̂ː	k ə.⁵/ə b ɒː.⁵¹/ɒː		1 7 1 7	AXBZ	KEPO	29	29.K.C 29.E.V 29.P.C 29.O.V	2.0 1.5 1.75 0.8	kə.⁵/əbɒː.⁵¹/ɒː	0	3220	k ə.⁵/ə b ɒː.⁵¹/ɒː - - -
6903	KCSKung3	umbrella	kə̀bâʔ / ʊ̀bâʔ	kə̀bâʔ	k ə.¹/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	16	16.K.C 16.E.V 16.P.C 16.A.V 16.H.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əba.⁵¹/aʔ	0	3220	k ə.¹/ə b a.⁵¹/a ʔ - -
6904	NJSKung4	umbrella	kə́bâʔ / ʊ́bâʔ	kə́bâʔ	k ə.⁵/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	38	38.K.C 38.E.V 38.P.C 38.A.V 38.H.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/əba.⁵¹/aʔ	0	3220	k ə.⁵/ə b a.⁵¹/a ʔ - -
6905	ZKGKung1	umbrella	kə́bâʔ / sə̀bâʔ~ùbâʔ~wùbâʔ	kə́bâʔ	k ə.⁵/ə b a.⁵¹/a ʔ		1 7 1 7 1	AXBYN	KEPAH	49	49.K.C 49.E.V 49.P.C 49.A.V 49.H.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/əba.⁵¹/aʔ	0	3220	k ə.⁵/ə b a.⁵¹/a ʔ - -
6906	NMNMundabli3	umbrella	nʊ᷇ːŋdzə́ŋ / ndʒɔ᷇mdzə́ŋ	nʊ᷇ːŋdzə́ŋ	n ʊː.¹/ʊː ŋ d z ə.⁵/ə ŋ		4 7 4 1 3 7 4	AXMBCYN	NYNTSEN	40	40.N.C 40.Y.V 40.N.c 40.T.C 40.S.C 40.E.V 40.N.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	nʊː.¹/ʊːŋdzə.⁵/əŋ	0	3247	n ʊː.¹/ʊː ŋ d z ə.⁵/ə ŋ
6907	CENMundabli2	umbrella	ɔ́mblɔ̌rà / ámblǎdà	ɔ́mblɔ̌rà	ɔ.⁵/ɔ m b l ɔ.¹⁵/ɔ r a.¹/a		7 4 1 5 7 5 7	XMBCYBZ	UMPLURA	8	8.U.V 8.M.c 8.P.C 8.L.C 8.U.V 8.R.C 8.A.V	1.5 1.1 1.75 1.5 1.3 1.75 0.8	ɔ.⁵/ɔmblɔ.¹⁵/ɔra.¹/a	0	3214	ɔ.⁵/ɔ m b l ɔ.¹⁵/ɔ r a.¹/a
6908	LFNMundabli1	umbrella	ḿbâ / mbâbó	ḿbâ	m.⁵/m b a.⁵¹/a		4 1 7	ACZ	MPA	25	25.M.C 25.P.C 25.A.V	2.0 1.5 0.8	m.⁵/mba.⁵¹/a	0	3216	- - m.⁵/m - b - - a.⁵¹/a
6909	NINMundabli4	umbrella	ḿbə᷇ː  / ḿbə̂bɛ́n	ḿbə᷇ː	m.⁵/m b əː.⁵³/əː		4 1 7	ACZ	MPE	37	37.M.C 37.P.C 37.E.V	2.0 1.5 0.8	m.⁵/mbəː.⁵³/əː	0	3216	- - m.⁵/m - b - - əː.⁵³/əː
6910	NGTMunken3	umbrella	ábə́lə̄ / bíbə́lə̄	ábə́lə̄	a.⁵/a b ə.⁵/ə l ə.³/ə		7 1 7 5 7	XBYBZ	APELE	36	36.A.V 36.P.C 36.E.V 36.L.C 36.E.V	1.5 1.75 1.3 1.75 0.8	a.⁵/abə.⁵/ələ.³/ə	0	3220	- a.⁵/a b ə.⁵/ə - l ə.³/ə
6911	NUNMunken4	umbrella	ábɛ̂ː / bíbɛ᷇ː	ábɛ̂ː	a.⁵/a b ɛː.⁵¹/ɛː		7 1 7	XBZ	APE	43	43.A.V 43.P.C 43.E.V	1.5 1.75 0.8	a.⁵/abɛː.⁵¹/ɛː	0	3220	- a.⁵/a b - - - ɛː.⁵¹/ɛː
6912	NEAMunken1	umbrella	ábɛ̂ / bíbɛ̂~bíbe᷇ː	ábɛ̂	a.⁵/a b ɛ.⁵¹/ɛ		7 1 7	XBZ	APE	34	34.A.V 34.P.C 34.E.V	1.5 1.75 0.8	a.⁵/abɛ.⁵¹/ɛ	0	3220	- a.⁵/a b - - - ɛ.⁵¹/ɛ
6913	TNTMunken2	umbrella	ábɛ̂ / bíbɛ̂	ábɛ̂	a.⁵/a b ɛ.⁵¹/ɛ		7 1 7	XBZ	APE	47	47.A.V 47.P.C 47.E.V	1.5 1.75 0.8	a.⁵/abɛ.⁵¹/ɛ	0	3220	- a.⁵/a b - - - ɛ.⁵¹/ɛ
6914	MCANgun3	umbrella	kə̀tòɪ̄bʷū~kə̀ⁿbǎːnìbʷū/ bìtòɪ̄bʷū~bìⁿbǎːnìbʷū	kə̀tòɪ̄bʷū	k ə.¹/ə t o.¹/o ɪ.³/ɪ bʷ u.³/u		1 7 1 7 7 1 7	AXBYYBZ	KETUIPY	26	26.K.C 26.E.V 26.T.C 26.U.V 26.I.V 26.P.C 26.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	kə.¹/əto.¹/oɪ.³/ɪbʷu.³/u	0	3222	k ə.¹/ə t o.¹/o ɪ.³/ɪ bʷ u.³/u
6915	KBMNgun4	umbrella	kə̀ⁿbǒːɪ̄bʷū / bìⁿbǒːɪ̄bʷū	kə̀ⁿbǒːɪ̄bʷū	k ə.¹/ə n./nb oː.¹⁵/oː ɪ.³/ɪ bʷ u.³/u		1 7 4 7 7 1 7	AXBYYBZ	KENUIPY	15	15.K.C 15.E.V 15.N.C 15.U.V 15.I.V 15.P.C 15.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	kə.¹/ən./nboː.¹⁵/oːɪ.³/ɪbʷu.³/u	0	3222	k ə.¹/ə n./nb oː.¹⁵/oː ɪ.³/ɪ bʷ u.³/u
6916	WCANgun1	umbrella	ʊ́mbrɔ̀lá / ø	ʊ́mbrɔ̀lá	ʊ.⁵/ʊ m b r ɔ.¹/ɔ l a.⁵/a		7 4 1 5 7 5 7	XMBCYBZ	YMPRULA	48	48.Y.V 48.M.c 48.P.C 48.R.C 48.U.V 48.L.C 48.A.V	1.5 1.1 1.75 1.5 1.3 1.75 0.8	ʊ.⁵/ʊmbrɔ.¹/ɔla.⁵/a	0	3214	ʊ.⁵/ʊ m b r ɔ.¹/ɔ l a.⁵/a
6917	AOMNgun2	umbrella	kə́ba᷇ːn~ kə́bɛ᷇ː / bíba᷇ːn ~bíbɛ᷇ː	kə́ba᷇ːn	k ə.⁵/ə b aː.⁵³/aː n		1 7 1 7 4	AXBYN	KEPAN	3	3.K.C 3.E.V 3.P.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/əbaː.⁵³/aːn	0	3220	k ə.⁵/ə b aː.⁵³/aː n - -
6918	APBMumfu1	umbrella	ómblèrà / ø	ómblèrà	o.⁵/o m b l e.¹/e r a.¹/a		7 4 1 5 7 5 7	XMBCYBZ	UMPLERA	4	4.U.V 4.M.c 4.P.C 4.L.C 4.E.V 4.R.C 4.A.V	1.5 1.1 1.75 1.5 1.3 1.75 0.8	o.⁵/omble.¹/era.¹/a	0	3214	o.⁵/o m b l e.¹/e r a.¹/a
6919	DNMMumfu2	umbrella	bák / bákbə́	bák	b a.⁵/a k		1 7 1	AXN	PAK	9	9.P.C 9.A.V 9.K.c	2.0 1.5 0.8	ba.⁵/ak	0	3218	b a.⁵/a k
6920	BKBMashi2	umbrella	àmbə́ɣə́ / bìmbə̀ɣə́	ambə́ɣə́	a.³/a m b ə.⁵/ə ɣ ə.⁵/ə		7 4 1 7 3 7	XMBYBZ	AMPEGE	6	6.A.V 6.M.c 6.P.C 6.E.V 6.G.C 6.E.V	1.5 1.1 1.75 1.3 1.75 0.8	a.³/ambə.⁵/əɣə.⁵/ə	0	3216	- a.³/a m - b ə.⁵/ə ɣ ə.⁵/ə
