ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID	ALIGNMENT
11689	smoke	NUNMunken4	ʊ́zə́m / kìzə́m	ʊ.⁵/ʊ z ə.⁵/ə m	7 3 7 4	XBYN	YSEM	47	47.Y.V 47.S.C 47.E.V 47.M.c	1.5 1.75 1.3 0.8	ʊ.⁵/ʊzə.⁵/əm	1	8993	3611	- ʊ.⁵/ʊ - z ə.⁵/ə m
11690	smoke	NEAMunken1	ø / múɲə́m (ʊ́mə̂n)	m u.¹/u ɲ ə.⁵/ə m	4 7 4 7 4	AXBYN	MYNEM	35	35.M.C 35.Y.V 35.N.C 35.E.V 35.M.c	2.0 1.5 1.75 1.3 0.8	mu.¹/uɲə.⁵/əm	0	8958	3611	m u.¹/u - ɲ ə.⁵/ə m
11691	smoke	TNTMunken2	ʃìnɲə́m / mùnɲə́m	ʃ i.¹/i n ɲ ə.⁵/ə m	3 7 4 4 7 4	AXMBYN	SINNEM	51	51.S.C 51.I.V 51.N.c 51.N.C 51.E.V 51.M.c	2.0 1.5 1.1 1.75 1.3 0.8	ʃi.¹/inɲə.⁵/əm	0	8958	3611	ʃ i.¹/i n ɲ ə.⁵/ə m
11692	smoke	MCANgun3	nɲʲám / bìnɲám	n ɲʲ a.⁵/a m	4 4 7 4	ACYN	NNAM	27	27.N.C 27.N.C 27.A.V 27.M.c	2.0 1.5 1.3 0.8	nɲʲa.⁵/am	0	8958	3611	- - n ɲʲ a.⁵/a m
11693	smoke	KBMNgun4	m̩̀ɲə̌m / m̩̀ɲə́m	m.¹/m ɲ ə.¹⁵/ə m	4 4 7 4	ACYN	MNEM	16	16.M.C 16.N.C 16.E.V 16.M.c	2.0 1.5 1.3 0.8	m.¹/mɲə.¹⁵/əm	0	8958	3611	- - m.¹/m ɲ ə.¹⁵/ə m
11694	smoke	WCANgun1	fìɲǎm / m̀ɲǎm	f i.¹/i ɲ a.¹⁵/a m	3 7 4 7 4	AXBYN	BINAM	52	52.B.C 52.I.V 52.N.C 52.A.V 52.M.c	2.0 1.5 1.75 1.3 0.8	fi.¹/iɲa.¹⁵/am	0	8958	3611	f i.¹/i - ɲ a.¹⁵/a m
11695	smoke	AOMNgun2	n̄ɲám / mwɨ̀nɲám	n.³/n ɲ a.⁵/a m	4 4 7 4	ACYN	NNAM	3	3.N.C 3.N.C 3.A.V 3.M.c	2.0 1.5 1.3 0.8	n.³/nɲa.⁵/am	0	8958	3611	- - n.³/n ɲ a.⁵/a m
11696	smoke	APBMumfu1	ɲə́m / ɲə́mmə́	ɲ ə.⁵/ə m	4 7 4	AXN	NEM	4	4.N.C 4.E.V 4.M.c	2.0 1.5 0.8	ɲə.⁵/əm	0	8958	3611	- - - ɲ ə.⁵/ə m
11697	smoke	DNMMumfu2	ɲə́m / ɲə́mmə́~ɲə́m	ɲ ə.⁵/ə m	4 7 4	AXN	NEM	9	9.N.C 9.E.V 9.M.c	2.0 1.5 0.8	ɲə.⁵/əm	0	8958	3611	- - - ɲ ə.⁵/ə m
11698	smoke	BKBMashi2	mʊ́ɲə̂ŋ / ø	m ʊ.⁵/ʊ ɲ ə.⁵¹/ə ŋ	4 7 4 7 4	AXBYN	MYNEN	6	6.M.C 6.Y.V 6.N.C 6.E.V 6.N.c	2.0 1.5 1.75 1.3 0.8	mʊ.⁵/ʊɲə.⁵¹/əŋ	0	8952	3612	m ʊ.⁵/ʊ - ɲ ə.⁵¹/ə ŋ
11699	smoke	KFKMashi1	mʊ́nɲə̂ŋ / ø	m ʊ.⁵/ʊ n ɲ ə.⁵¹/ə ŋ	4 7 4 4 7 4	AXMBYN	MYNNEN	22	22.M.C 22.Y.V 22.N.c 22.N.C 22.E.V 22.N.c	2.0 1.5 1.1 1.75 1.3 0.8	mʊ.⁵/ʊnɲə.⁵¹/əŋ	0	8952	3612	m ʊ.⁵/ʊ n ɲ ə.⁵¹/ə ŋ
11700	smoke	ABSMissong1	fìɲám / àɲám	f i.¹/i ɲ a.⁵/a m	3 7 4 7 4	AXBYN	BINAM	1	1.B.C 1.I.V 1.N.C 1.A.V 1.M.c	2.0 1.5 1.75 1.3 0.8	fi.¹/iɲa.⁵/am	0	8958	3611	f i.¹/i - ɲ a.⁵/a m
11701	smoke	AGAMissong2	áɲám / áɲámmū	a.⁵/a ɲ a.⁵/a m	7 4 7 4	XBYN	ANAM	2	2.A.V 2.N.C 2.A.V 2.M.c	1.5 1.75 1.3 0.8	a.⁵/aɲa.⁵/am	0	8958	3611	- a.⁵/a - ɲ a.⁵/a m
15019	smoke	NCCMumfu4	ɲə́m / ɲə́m	ɲ ə.⁵/ə m	4 7 4	AXN	NEM	32	32.N.C 32.E.V 32.M.c	2.0 1.5 0.8	ɲə.⁵/əm	0	8958	3611	- - - ɲ ə.⁵/ə m
15020	smoke	MEAMumfu3	ɲə́m / ɲə́m	ɲ ə.⁵/ə m	4 7 4	AXN	NEM	28	28.N.C 28.E.V 28.M.c	2.0 1.5 0.8	ɲə.⁵/əm	0	8958	3611	- - - ɲ ə.⁵/ə m
15471	smoke	NMSMissong4	áɲám / áɲám	a.⁵/a ɲ a.⁵/a m	7 4 7 4	XBYN	ANAM	44	44.A.V 44.N.C 44.A.V 44.M.c	1.5 1.75 1.3 0.8	a.⁵/aɲa.⁵/am	0	8958	3611	- a.⁵/a - ɲ a.⁵/a m
15472	smoke	NDNMissong5	fìɲám / àɲám	f i.¹/i ɲ a.⁵/a m	3 7 4 7 4	AXBYN	BINAM	34	34.B.C 34.I.V 34.N.C 34.A.V 34.M.c	2.0 1.5 1.75 1.3 0.8	fi.¹/iɲa.⁵/am	0	8958	3611	f i.¹/i - ɲ a.⁵/a m
15921	smoke	BAAMashi4	mʊ́ɲə̂ŋ / mʊ́ɲə̂ŋmú	m ʊ.⁵/ʊ ɲ ə.⁵¹/ə ŋ	4 7 4 7 4	AXBYN	MYNEN	5	5.M.C 5.Y.V 5.N.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 0.8	mʊ.⁵/ʊɲə.⁵¹/əŋ	0	8952	3612	m ʊ.⁵/ʊ - ɲ ə.⁵¹/ə ŋ
15922	smoke	NCMMashi5	ḿɲə̂ŋ~fíɲə̂ŋ / ḿɲə̂ŋ ~ mʊ̀ɲə̄ŋ	m.⁵/m ɲ ə.⁵¹/ə ŋ	4 4 7 4	ACYN	MNEN	33	33.M.C 33.N.C 33.E.V 33.N.c	2.0 1.5 1.3 0.8	m.⁵/mɲə.⁵¹/əŋ	0	8952	3612	m.⁵/m - - ɲ ə.⁵¹/ə ŋ
17482	smoke	NFKBiya7	fìnɲə́m / ŋmɪ̀nɲə́m	f i.¹/i n ɲ ə.⁵/ə m	3 7 4 4 7 4	AXMBYN	BINNEM	37	37.B.C 37.I.V 37.N.c 37.N.C 37.E.V 37.M.c	2.0 1.5 1.1 1.75 1.3 0.8	fi.¹/inɲə.⁵/əm	0	8958	3611	f i.¹/i n ɲ ə.⁵/ə m
17483	smoke	FBCBiya8	mʊ́ŋə́m~mʊ̀ŋə́m / ø	m ʊ.⁵/ʊ ŋ ə.⁵/ə m	4 7 4 7 4	AXBYN	MYNEM	13	13.M.C 13.Y.V 13.N.C 13.E.V 13.M.c	2.0 1.5 1.75 1.3 0.8	mʊ.⁵/ʊŋə.⁵/əm	0	8958	3611	m ʊ.⁵/ʊ - ŋ ə.⁵/ə m
17484	smoke	ENBBiya1	fíɲə́m / ḿɲə́m	f i.⁵/i ɲ ə.⁵/ə m	3 7 4 7 4	AXBYN	BINEM	12	12.B.C 12.I.V 12.N.C 12.E.V 12.M.c	2.0 1.5 1.75 1.3 0.8	fi.⁵/iɲə.⁵/əm	1	8958	3611	f i.⁵/i - ɲ ə.⁵/ə m
17485	smoke	ICNBiya2	ɲə́m / ø	ɲ ə.⁵/ə m	4 7 4	AXN	NEM	14	14.N.C 14.E.V 14.M.c	2.0 1.5 0.8	ɲə.⁵/əm	0	8958	3611	- - - ɲ ə.⁵/ə m
18124	smoke	NSFBiya5	fíɲʲám / ń̩ɲə́m~ń̩ɲám	f i.⁵/i ɲʲ a.⁵/a m	3 7 4 7 4	AXBYN	BINAM	46	46.B.C 46.I.V 46.N.C 46.A.V 46.M.c	2.0 1.5 1.75 1.3 0.8	fi.⁵/iɲʲa.⁵/am	0	8958	3611	f i.⁵/i - ɲʲ a.⁵/a m
18125	smoke	NJNBiya6	mʊ̀ɲə́m / mʊ̀ɲə́m	m ʊ.¹/ʊ ɲ ə.⁵/ə m	4 7 4 7 4	AXBYN	MYNEM	40	40.M.C 40.Y.V 40.N.C 40.E.V 40.M.c	2.0 1.5 1.75 1.3 0.8	mʊ.¹/ʊɲə.⁵/əm	0	8958	3611	m ʊ.¹/ʊ - ɲ ə.⁵/ə m
9823	snail	NMAAbar1	ìtʃɔ̂ŋfwàló / kìtʃɔ̂ŋfwàló	i.¹/i tʃ ɔ.⁵¹/ɔ ŋ f w a.¹/a l o.⁵/o	7 1 7 4 3 6 7 5 7	XBYMBCYBZ	ITUNBWALU	42	42.I.V 42.T.C 42.U.V 42.N.c 42.B.C 42.W.C 42.A.V 42.L.C 42.U.V	1.5 1.75 1.3 1.1 1.75 1.5 1.3 1.75 0.8	i.¹/itʃɔ.⁵¹/ɔŋfwa.¹/alo.⁵/o	0	8994	3616	- i.¹/i - tʃ ɔ.⁵¹/ɔ ŋ - f - w a.¹/a l o.⁵/o
9824	snail	NACAbar2	ìtʃɔ̄ŋfwàló / kìtʃɔ̄ŋfwàló~kìtʃɔ̄ŋfàló~kìtʃɔ̄ŋɔ̀fwàló	i.¹/i tʃ ɔ.³/ɔ ŋ f w a.¹/a l o.⁵/o	7 1 7 4 3 6 7 5 7	XBYMBCYBZ	ITUNBWALU	31	31.I.V 31.T.C 31.U.V 31.N.c 31.B.C 31.W.C 31.A.V 31.L.C 31.U.V	1.5 1.75 1.3 1.1 1.75 1.5 1.3 1.75 0.8	i.¹/itʃɔ.³/ɔŋfwa.¹/alo.⁵/o	0	8994	3616	- i.¹/i - tʃ ɔ.³/ɔ ŋ - f - w a.¹/a l o.⁵/o
9825	snail	NVIAjumbu1	kə̀fwáːlə̄ / ə̀bə̀fwáːlə̀	k ə.¹/ə f w aː.⁵/aː l ə.³/ə	1 7 3 6 7 5 7	AXBCYBZ	KEBWALE	49	49.K.C 49.E.V 49.B.C 49.W.C 49.A.V 49.L.C 49.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əfwaː.⁵/aːlə.³/ə	0	8997	3620	- - - k ə.¹/ə f w aː.⁵/aː l ə.³/ə
9826	snail	KMNAjumbu2	kə́fwáːlə̄ / bə́fwáːlə̄	k ə.⁵/ə f w aː.⁵/aː l ə.³/ə	1 7 3 6 7 5 7	AXBCYBZ	KEBWALE	25	25.K.C 25.E.V 25.B.C 25.W.C 25.A.V 25.L.C 25.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.⁵/əfwaː.⁵/aːlə.³/ə	0	8997	3620	- - - k ə.⁵/ə f w aː.⁵/aː l ə.³/ə
9827	snail	KEMBuu1	kə̀myǎlə̀ / bə̀myǎlə̀	k ə.³/ə m j a.¹⁵/a l ə.¹/ə	1 7 4 6 7 5 7	AXBCYBZ	KEMJALE	21	21.K.C 21.E.V 21.M.C 21.J.C 21.A.V 21.L.C 21.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.³/əmja.¹⁵/alə.¹/ə	0	9006	3622	k ə.³/ə m j a.¹⁵/a l ə.¹/ə
9828	snail	KCYBuu2	ŋgōːkə̄fóːlə́ / bə̀ŋgókə̀fólə́	ŋ g oː.³/oː k ə.³/ə f oː.⁵/oː l ə.⁵/ə	4 1 7 1 7 3 7 5 7	ACYBYBYBZ	NKUKEBULE	18	18.N.C 18.K.C 18.U.V 18.K.C 18.E.V 18.B.C 18.U.V 18.L.C 18.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ŋgoː.³/oːkə.³/əfoː.⁵/oːlə.⁵/ə	0	9004	3620	ŋ g oː.³/oː k ə.³/ə f - oː.⁵/oː l ə.⁵/ə
9829	snail	KDVFang1	fə́nnə̄ / tə̀fə́nnə̄	f ə.⁵/ə n n ə.³/ə	3 7 4 4 7	AXMBZ	BENNE	20	20.B.C 20.E.V 20.N.c 20.N.C 20.E.V	2.0 1.5 1.1 1.75 0.8	fə.⁵/ənnə.³/ə	0	9005	3621	f ə.⁵/ə n n ə.³/ə
9830	snail	MRYKoshin2	kə̄fwá / ø	k ə.³/ə f w a.⁵/a	1 7 3 6 7	AXBCZ	KEBWA	30	30.K.C 30.E.V 30.B.C 30.W.C 30.A.V	2.0 1.5 1.75 1.5 0.8	kə.³/əfwa.⁵/a	0	8997	3617	- k ə.³/ə f w a.⁵/a -
9831	snail	ZKGKung1	kə̀tâʔ / ùtâʔ	k ə.¹/ə t a.⁵¹/a ʔ	1 7 1 7 1	AXBYN	KETAH	53	53.K.C 53.E.V 53.T.C 53.A.V 53.H.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əta.⁵¹/aʔ	0	8999	3619	k ə.¹/ə t a.⁵¹/a ʔ
9832	snail	BNMKung2	kə̀tâʔ / ùtâʔ	k ə.¹/ə t a.⁵¹/a ʔ	1 7 1 7 1	AXBYN	KETAH	7	7.K.C 7.E.V 7.T.C 7.A.V 7.H.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əta.⁵¹/aʔ	0	8999	3619	k ə.¹/ə t a.⁵¹/a ʔ
9833	snail	LFNMundabli1	fwá / fwábó	f w a.⁵/a	3 6 7	ACX	BWA	26	26.B.C 26.W.C 26.A.V	2.0 1.5 1.5	fwa.⁵/a	0	8997	3617	- - - f w a.⁵/a -
9834	snail	NINMundabli4	fwá / fwáːbō	f w a.⁵/a	3 6 7	ACX	BWA	39	39.B.C 39.W.C 39.A.V	2.0 1.5 1.5	fwa.⁵/a	0	8997	3617	- - - f w a.⁵/a -
9835	snail	NEAMunken1	àma᷇ːmə́ / bìma᷇ːmə́	a.³/a m aː.⁵³/aː m ə.⁵/ə	7 4 7 4 7	XBYBZ	AMAME	35	35.A.V 35.M.C 35.A.V 35.M.C 35.E.V	1.5 1.75 1.3 1.75 0.8	a.³/amaː.⁵³/aːmə.⁵/ə	0	9012	3623	a.³/a m aː.⁵³/aː m ə.⁵/ə
9836	snail	TNTMunken2	ɪ̀tʃɔ̀ŋàfwə̀lə́ / kɪ̀tʃɔ̀ŋàfwə̀lə́	ɪ.¹/ɪ tʃ ɔ.¹/ɔ ŋ a.¹/a f w ə.¹/ə l ə.⁵/ə	7 1 7 4 7 3 6 7 5 7	XBYBYBCYBZ	ITUNABWELE	51	51.I.V 51.T.C 51.U.V 51.N.C 51.A.V 51.B.C 51.W.C 51.E.V 51.L.C 51.E.V	1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 1.75 0.8	ɪ.¹/ɪtʃɔ.¹/ɔŋa.¹/afwə.¹/ələ.⁵/ə	0	8994	3616	- ɪ.¹/ɪ - tʃ ɔ.¹/ɔ ŋ a.¹/a f - w ə.¹/ə l ə.⁵/ə
9837	snail	WCANgun1	ìtʃɔ̀ŋfwə̀lə́ / kə̀tʃɔ̀ŋfwə̀lə́	i.¹/i tʃ ɔ.¹/ɔ ŋ f w ə.¹/ə l ə.⁵/ə	7 1 7 4 3 6 7 5 7	XBYMBCYBZ	ITUNBWELE	52	52.I.V 52.T.C 52.U.V 52.N.c 52.B.C 52.W.C 52.E.V 52.L.C 52.E.V	1.5 1.75 1.3 1.1 1.75 1.5 1.3 1.75 0.8	i.¹/itʃɔ.¹/ɔŋfwə.¹/ələ.⁵/ə	0	8994	3616	- i.¹/i - tʃ ɔ.¹/ɔ ŋ - f - w ə.¹/ə l ə.⁵/ə
9838	snail	AOMNgun2	ɪ̀tʃɔ̀ŋàfàlə́ / kə̀tʃɔ̀ŋàfàlə́	ɪ.¹/ɪ tʃ ɔ.¹/ɔ ŋ a.¹/a f a.¹/a l ə.⁵/ə	7 1 7 4 7 3 7 5 7	XBYBYBYBZ	ITUNABALE	3	3.I.V 3.T.C 3.U.V 3.N.C 3.A.V 3.B.C 3.A.V 3.L.C 3.E.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.¹/ɪtʃɔ.¹/ɔŋa.¹/afa.¹/alə.⁵/ə	0	8994	3616	- ɪ.¹/ɪ - tʃ ɔ.¹/ɔ ŋ a.¹/a f - - a.¹/a l ə.⁵/ə
9839	snail	APBMumfu1	fwɛ́ʔ / fwɛʔbə́	f w ɛ.⁵/ɛ ʔ	3 6 7 1	ACXN	BWEH	4	4.B.C 4.W.C 4.E.V 4.H.c	2.0 1.5 1.5 0.8	fwɛ.⁵/ɛʔ	0	8997	3617	- - - f w ɛ.⁵/ɛ ʔ
9840	snail	DNMMumfu2	ŋgʊ̀fwɛ́ʔ / ŋgʊ̀fwɛ́ʔɛ́bə́	ŋ g ʊ.¹/ʊ f w ɛ.⁵/ɛ ʔ	4 1 7 3 6 7 1	ACYBCYN	NKYBWEH	9	9.N.C 9.K.C 9.Y.V 9.B.C 9.W.C 9.E.V 9.H.c	2.0 1.5 1.3 1.75 1.5 1.3 0.8	ŋgʊ.¹/ʊfwɛ.⁵/ɛʔ	0	8997	3617	ŋ g ʊ.¹/ʊ f w ɛ.⁵/ɛ ʔ
9841	snail	BKBMashi2	ádʊ᷇ːn / bìdʊ᷇ːn	a.⁵/a d ʊː.¹/ʊː n	7 1 7 4	XBYN	ATYN	6	6.A.V 6.T.C 6.Y.V 6.N.c	1.5 1.75 1.3 0.8	a.⁵/adʊː.¹/ʊːn	0	8998	3618	a.⁵/a d ʊː.¹/ʊː n
9842	snail	KFKMashi1	ádʊ́n / bídʊ́n	a.⁵/a d ʊ.⁵/ʊ n	7 1 7 4	XBYN	ATYN	22	22.A.V 22.T.C 22.Y.V 22.N.c	1.5 1.75 1.3 0.8	a.⁵/adʊ.⁵/ʊn	0	8998	3618	a.⁵/a d ʊ.⁵/ʊ n
9843	snail	ABSMissong1	itʃʊ̌ŋfʊ̀fʊ̀lə́ / kìtʃʊ̀ŋfʊ̀fʊ̀lə́	i.³/i tʃ ʊ.¹⁵/ʊ ŋ f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə	7 1 7 4 3 7 3 7 5 7	XBYMBYBYBZ	ITYNBYBYLE	1	1.I.V 1.T.C 1.Y.V 1.N.c 1.B.C 1.Y.V 1.B.C 1.Y.V 1.L.C 1.E.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	i.³/itʃʊ.¹⁵/ʊŋfʊ.¹/ʊfʊ.¹/ʊlə.⁵/ə	0	8994	3616	- i.³/i - tʃ ʊ.¹⁵/ʊ ŋ - f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə
9844	snail	AGAMissong2	ɪ̄tʃʊ́ŋfʊ̀fʊ̀lə́ / kɪ̀tʃʊ́ŋfʊ̀fʊ̀lə́	ɪ.³/ɪ tʃ ʊ.⁵/ʊ ŋ f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə	7 1 7 4 3 7 3 7 5 7	XBYMBYBYBZ	ITYNBYBYLE	2	2.I.V 2.T.C 2.Y.V 2.N.c 2.B.C 2.Y.V 2.B.C 2.Y.V 2.L.C 2.E.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.³/ɪtʃʊ.⁵/ʊŋfʊ.¹/ʊfʊ.¹/ʊlə.⁵/ə	0	8994	3616	- ɪ.³/ɪ - tʃ ʊ.⁵/ʊ ŋ - f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə
17486	snail	NFKBiya7	kə̀tʃɔ̀ŋfʊ̀fʊ̀lə́~ɪ̀tʃɔ̀ŋfʊ̀fʊ̀lə́ / bìtʃɔ̀ŋfʊ̀fʊ̀lə́~kə̀tʃɔ̀ŋfʊ̀lə́	k ə.¹/ə tʃ ɔ.¹/ɔ ŋ f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə	1 7 1 7 4 3 7 3 7 5 7	AXBYMBYBYBZ	KETUNBYBYLE	37	37.K.C 37.E.V 37.T.C 37.U.V 37.N.c 37.B.C 37.Y.V 37.B.C 37.Y.V 37.L.C 37.E.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	kə.¹/ətʃɔ.¹/ɔŋfʊ.¹/ʊfʊ.¹/ʊlə.⁵/ə	0	8994	3616	k ə.¹/ə - tʃ ɔ.¹/ɔ ŋ - f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə
17487	snail	FBCBiya8	ɪ̀tʃɔ̀ŋə́fʊ̀fʊ̀lə́ / kə̀tʃɔ̀ŋɔ̀fʊ̀fʊ̀lə́	ɪ.¹/ɪ tʃ ɔ.¹/ɔ ŋ ə.⁵/ə f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə	7 1 7 4 7 3 7 3 7 5 7	XBYBYBYBYBZ	ITUNEBYBYLE	13	13.I.V 13.T.C 13.U.V 13.N.C 13.E.V 13.B.C 13.Y.V 13.B.C 13.Y.V 13.L.C 13.E.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.¹/ɪtʃɔ.¹/ɔŋə.⁵/əfʊ.¹/ʊfʊ.¹/ʊlə.⁵/ə	0	8994	3616	- ɪ.¹/ɪ - tʃ ɔ.¹/ɔ ŋ ə.⁵/ə f ʊ.¹/ʊ f ʊ.¹/ʊ l ə.⁵/ə
17488	snail	ENBBiya1	ìtʃɔ́ŋ / kɪ́tʃɔ́ŋ~kɪ́tʃɔ́ŋɔ́fə̀lə́	i.¹/i tʃ ɔ.⁵/ɔ ŋ	7 1 7 4	XBYN	ITUN	12	12.I.V 12.T.C 12.U.V 12.N.c	1.5 1.75 1.3 0.8	i.¹/itʃɔ.⁵/ɔŋ	0	8998	3618	i.¹/i tʃ ɔ.⁵/ɔ ŋ
17489	snail	ICNBiya2	fíndʒɔ́ŋɔ́fə̀lə́ / ø	f i.⁵/i n dʒ ɔ.⁵/ɔ ŋ ɔ.⁵/ɔ f ə.¹/ə l ə.⁵/ə	3 7 4 1 7 4 7 3 7 5 7	AXMBYBYBYBZ	BINTUNUBELE	14	14.B.C 14.I.V 14.N.c 14.T.C 14.U.V 14.N.C 14.U.V 14.B.C 14.E.V 14.L.C 14.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	fi.⁵/indʒɔ.⁵/ɔŋɔ.⁵/ɔfə.¹/ələ.⁵/ə	0	8994	3616	f i.⁵/i n dʒ ɔ.⁵/ɔ ŋ ɔ.⁵/ɔ f - - ə.¹/ə l ə.⁵/ə
9554	snake	NVBAbar7	ʃìnʃǐː / ǹʃǐːm̂	ʃ i.¹/i n ʃ iː.¹⁵/iː	3 7 4 3 7	AXMBZ	SINSI	48	48.S.C 48.I.V 48.N.c 48.S.C 48.I.V	2.0 1.5 1.1 1.75 0.8	ʃi.¹/inʃiː.¹⁵/iː	0	9023	3627	ʃ i.¹/i n ʃ iː.¹⁵/iː
9555	snake	ECLAbar8	ǹʃǐː / mʊ̀nʃǐː	n.¹/n ʃ iː.¹⁵/iː	4 3 7	ACZ	NSI	11	11.N.C 11.S.C 11.I.V	2.0 1.5 0.8	n.¹/nʃiː.¹⁵/iː	0	9023	3627	- - n.¹/n ʃ iː.¹⁵/iː
9556	snake	NMAAbar1	ʃînʃí / m̄ʃí	ʃ i.⁵¹/i n ʃ i.⁵/i	3 7 4 3 7	AXMBZ	SINSI	42	42.S.C 42.I.V 42.N.c 42.S.C 42.I.V	2.0 1.5 1.1 1.75 0.8	ʃi.⁵¹/inʃi.⁵/i	0	9023	3627	ʃ i.⁵¹/i n ʃ i.⁵/i
9557	snake	NACAbar2	ʃìnʃíː / m̀ʃíː	ʃ i.¹/i n ʃ iː.⁵/iː	3 7 4 3 7	AXMBZ	SINSI	31	31.S.C 31.I.V 31.N.c 31.S.C 31.I.V	2.0 1.5 1.1 1.75 0.8	ʃi.¹/inʃiː.⁵/iː	0	9023	3627	ʃ i.¹/i n ʃ iː.⁵/iː
9558	snake	NEMAjumbu9	ɲàmⁿgʲə̀ / kə́ɲámⁿgʲə̀ ~fə̀ɲàmⁿgʲə̀ / m̩̀ɲàmⁿgʲə̀	ɲ a.³/a m n g j ə.¹/ə	4 7 4 4 1 6 7	AXLMBCZ	NAMNKJE	36	36.N.C 36.A.V 36.M.c 36.N.c 36.K.C 36.J.C 36.E.V	2.0 1.5 1.1 1.1 1.75 1.5 0.8	ɲa.³/amngjə.¹/ə	0	9031	3628	- - ɲ a.³/a m n g j ə.¹/ə
9559	snake	NVIAjumbu1	ɲàmŋgyə̀ / àɲâmŋgyə̂	ɲ a.³/a m ŋ g j ə.¹/ə	4 7 4 4 1 6 7	AXLMBCZ	NAMNKJE	49	49.N.C 49.A.V 49.M.c 49.N.c 49.K.C 49.J.C 49.E.V	2.0 1.5 1.1 1.1 1.75 1.5 0.8	ɲa.³/amŋgjə.¹/ə	0	9031	3628	- - ɲ a.³/a m ŋ g j ə.¹/ə
9560	snake	KMNAjumbu2	fə̀ɲâmŋgyə̀ / àmɲâmŋgyə̀~m̀ɲâmŋgyə̀	f ə.¹/ə ɲ a.⁵¹/a m ŋ g j ə.¹/ə	3 7 4 7 4 4 1 6 7	AXBYLMBCZ	BENAMNKJE	25	25.B.C 25.E.V 25.N.C 25.A.V 25.M.c 25.N.c 25.K.C 25.J.C 25.E.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 1.5 0.8	fə.¹/əɲa.⁵¹/amŋgjə.¹/ə	0	9031	3628	f ə.¹/ə ɲ a.⁵¹/a m ŋ g j ə.¹/ə
9561	snake	KDCAjumbu10	ɲâmⁿgʲə̀ / kə́ɲâmⁿgʲə̀	ɲ a.⁵¹/a m n g j ə.¹/ə	4 7 4 4 1 6 7	AXLMBCZ	NAMNKJE	19	19.N.C 19.A.V 19.M.c 19.N.c 19.K.C 19.J.C 19.E.V	2.0 1.5 1.1 1.1 1.75 1.5 0.8	ɲa.⁵¹/amngjə.¹/ə	0	9031	3628	- - ɲ a.⁵¹/a m n g j ə.¹/ə
9562	snake	NNBBuu3	yɔ̌ŋ / kə̀yɔ́ŋtə́	j ɔ.¹⁵/ɔ ŋ	6 7 4	AXN	JUN	45	45.J.C 45.U.V 45.N.c	2.0 1.5 0.8	jɔ.¹⁵/ɔŋ	0	9022	3625	- - j - ɔ.¹⁵/ɔ - ŋ
9563	snake	MNJBuu4	yɔ̌ːŋ / kə̀yɔ́ŋtə́	j ɔː.¹⁵/ɔː ŋ	6 7 4	AXN	JUN	29	29.J.C 29.U.V 29.N.c	2.0 1.5 0.8	jɔː.¹⁵/ɔːŋ	0	9022	3625	- - j - ɔː.¹⁵/ɔː - ŋ
9564	snake	KEMBuu1	yùə́ŋ / kə́yúə́ŋtə́~kə̀yúə́ŋtə́	j u.¹/u ə.⁵/ə ŋ	6 7 7 4	AXYN	JYEN	21	21.J.C 21.Y.V 21.E.V 21.N.c	2.0 1.5 1.3 0.8	ju.¹/uə.⁵/əŋ	0	9022	3625	- - j u.¹/u ə.⁵/ə - ŋ
