ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID	ALIGNMENT
7137	trap	MNJBuu4	wə́n / kə̀wə́ntə́nə́	w ə ⁵ n	6 7 8 4	AXTN	WE6N	29	29.W.C 29.E.V 29.6.T 29.N.c	1.6 3.0 1.0 0.5	wə⁵n	0	3625	833	- - w ə ⁵ n
7138	trap	KEMBuu1	kə́tám / bə̀táːm	k ə ⁵ t a ⁵ m	1 7 8 1 7 8 4	AXTBYTN	KE6TA6M	21	21.K.C 21.E.V 21.6.T 21.T.C 21.A.V 21.6.T 21.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	kə⁵ta⁵m	0	3608	825	k ə ⁵ - t a ⁵ m - -
7139	trap	KCYBuu2	kə́tám / bə̀tám	k ə ⁵ t a ⁵ m	1 7 8 1 7 8 4	AXTBYTN	KE6TA6M	18	18.K.C 18.E.V 18.6.T 18.T.C 18.A.V 18.6.T 18.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	kə⁵ta⁵m	0	3608	825	k ə ⁵ - t a ⁵ m - -
7140	trap	KHKFang12	gɑ̂ː / bə́gɑ̂ː	g aː ⁵¹	1 7 8	AXT	KA3	23	23.K.C 23.A.V 23.3.T	1.6 3.0 1.0	gaː⁵¹	0	3606	829	g aː ⁵¹
7141	trap	DPNFang13	gɑ̂ː / bə́gɑ̂ː	g aː ⁵¹	1 7 8	AXT	KA3	10	10.K.C 10.A.V 10.3.T	1.6 3.0 1.0	gaː⁵¹	0	3606	829	g aː ⁵¹
7142	trap	KDVFang1	gɑ̂ː / ŋgàm	g aː ⁵¹	1 7 8	AXT	KA3	20	20.K.C 20.A.V 20.3.T	1.6 3.0 1.0	gaː⁵¹	0	3606	829	g aː ⁵¹
7143	trap	KJSFang2	fə̀ŋkáːsə́ / mə̀ŋkáːsə́	f ə ¹ ŋ k aː ⁵ s ə ⁵	3 7 8 4 1 7 8 3 7 8	AXTMBYTBYT	BE6NKA6SE6	24	24.B.C 24.E.V 24.6.T 24.N.c 24.K.C 24.A.V 24.6.T 24.S.C 24.E.V 24.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	fə¹ŋkaː⁵sə⁵	0	3598	831	f ə ¹ ŋ k aː ⁵ s ə ⁵
7144	trap	JGYKoshin3	kə̀kɛ́ / bə̀kɛ́	k ə ¹ k ɛ ⁵	1 7 8 1 7 8	AXTBYT	KE6KE6	15	15.K.C 15.E.V 15.6.T 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹kɛ⁵	0	3599	824	k ə ¹ k ɛ ⁵ - - -
7145	trap	TELKoshin4	tʲàːmə́ / tʲáːmə̀	tʲ aː ¹ m ə ⁵	1 7 8 4 7 8	AXTBYT	TA6ME6	50	50.T.C 50.A.V 50.6.T 50.M.C 50.E.V 50.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʲaː¹mə⁵	0	3601	825	- - - - tʲ aː ¹ m ə ⁵
7146	trap	MRYKoshin2	kə̀mfʷĩ̀ /  bə̀ntsɔ̂ːlə́	k ə ³ m fʷ ĩ ¹	1 7 8 4 3 7 8	AXTMBYT	KE6MBI6	30	30.K.C 30.E.V 30.6.T 30.M.c 30.B.C 30.I.V 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kə³mfʷĩ¹	0	3602	826	k ə ³ m fʷ - ĩ ¹ -
7147	trap	KCSKung3	kə̀tám / ʊ̀tám	k ə ¹ t a ⁵ m	1 7 8 1 7 8 4	AXTBYTN	KE6TA6M	17	17.K.C 17.E.V 17.6.T 17.T.C 17.A.V 17.6.T 17.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	kə¹ta⁵m	0	3608	825	k ə ¹ - t a ⁵ m - -
7148	trap	NJSKung4	tsáʔ / sə́tsáʔ	ts a ⁵ ʔ	2 7 8 1	AXTN	CA6H	41	41.C.C 41.A.V 41.6.T 41.H.c	1.6 3.0 1.0 0.5	tsa⁵ʔ	0	3637	836	ts a ⁵ ʔ
7149	trap	ZKGKung1	sáʔ / m̀sáʔ	s a ⁵ ʔ	3 7 8 1	AXTN	SA6H	53	53.S.C 53.A.V 53.6.T 53.H.c	1.6 3.0 1.0 0.5	sa⁵ʔ	0	3637	836	s a ⁵ ʔ
7150	trap	NMNMundabli3	ǹtʷǒm / ǹtʷǒm	n ¹ tʷ o ¹⁵ m	4 8 1 7 8 4	ATBYTN	N6TU2M	43	43.N.C 43.6.T 43.T.C 43.U.V 43.2.T 43.M.c	1.6 1.0 1.3 3.0 1.0 0.5	n¹tʷo¹⁵m	0	3605	828	n ¹ tʷ - o ¹⁵ m - - -
7151	trap	CENMundabli2	tʃú / tʃū bɒ᷇ɦ	tʃ u ¹	1 7 8	AXT	TY6	8	8.T.C 8.Y.V 8.6.T	1.6 3.0 1.0	tʃu¹	0	3601	827	tʃ u ¹
7152	trap	LFNMundabli1	tʃʊ́ / tʃʊ́bó	tʃ ʊ ⁵	1 7 8	AXT	TY6	26	26.T.C 26.Y.V 26.6.T	1.6 3.0 1.0	tʃʊ⁵	0	3601	827	tʃ ʊ ⁵
7153	trap	NINMundabli4	ǹtwǒːm / ǹtwǒːmmó	n ¹ t w oː ¹⁵ m	4 8 1 6 7 8 4	ATBCYTN	N6TWU2M	39	39.N.C 39.6.T 39.T.C 39.W.C 39.U.V 39.2.T 39.M.c	1.6 1.0 1.3 1.2 3.0 1.0 0.5	n¹twoː¹⁵m	0	3605	828	n ¹ t w oː ¹⁵ m - - -
7154	trap	NGTMunken3	ʊ́bá / kíbálə́	ʊ ⁵ b a ⁵	7 8 1 7 8	XTBYT	Y6PA6	38	38.Y.V 38.6.T 38.P.C 38.A.V 38.6.T	3.0 1.0 1.3 3.0 1.0	ʊ⁵ba⁵	0	3634	835	ʊ ⁵ b a ⁵
7155	trap	NUNMunken4	átám / bítám	a ⁵ t a ⁵ m	7 8 1 7 8 4	XTBYTN	A6TA6M	47	47.A.V 47.6.T 47.T.C 47.A.V 47.6.T 47.M.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵ta⁵m	0	3608	825	- a ⁵ - t a ⁵ m - -
7156	trap	NEAMunken1	átám / bítám	a ⁵ t a ⁵ m	7 8 1 7 8 4	XTBYTN	A6TA6M	35	35.A.V 35.6.T 35.T.C 35.A.V 35.6.T 35.M.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵ta⁵m	0	3608	825	- a ⁵ - t a ⁵ m - -
7157	trap	TNTMunken2	átám / bítám ~ bìtám	a ⁵ t a ⁵ m	7 8 1 7 8 4	XTBYTN	A6TA6M	51	51.A.V 51.6.T 51.T.C 51.A.V 51.6.T 51.M.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵ta⁵m	0	3608	825	- a ⁵ - t a ⁵ m - -
7158	trap	MCANgun3	ɪ̄sʊ́ŋ / bìsʊ́ŋ	ɪ ³ s ʊ ⁵ ŋ	7 8 3 7 8 4	XTBYTN	I6SY6N	27	27.I.V 27.6.T 27.S.C 27.Y.V 27.6.T 27.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ³sʊ⁵ŋ	0	3615	832	ɪ ³ s ʊ ⁵ ŋ
7159	trap	KBMNgun4	kə̀ⁿtám / bìⁿtám	k ə ¹ ⁿt a ⁵ m	1 7 8 1 7 8 4	AXTBYTN	KE6TA6M	16	16.K.C 16.E.V 16.6.T 16.T.C 16.A.V 16.6.T 16.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	kə¹ⁿta⁵m	0	3608	825	k ə ¹ - ⁿt a ⁵ m - -
7160	trap	WCANgun1	kə̀ntám / bìntám	k ə ¹ n t a ⁵ m	1 7 8 4 1 7 8 4	AXTMBYTN	KE6NTA6M	52	52.K.C 52.E.V 52.6.T 52.N.c 52.T.C 52.A.V 52.6.T 52.M.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹nta⁵m	0	3608	825	k ə ¹ n t a ⁵ m - -
7161	trap	AOMNgun2	kə̀tám / bìtám	k ə ¹ t a ⁵ m	1 7 8 1 7 8 4	AXTBYTN	KE6TA6M	3	3.K.C 3.E.V 3.6.T 3.T.C 3.A.V 3.6.T 3.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	kə¹ta⁵m	0	3608	825	k ə ¹ - t a ⁵ m - -
7162	trap	APBMumfu1	tāːm / tǎːmbə́	t aː ³ m	1 7 8 4	AXTN	TA6M	4	4.T.C 4.A.V 4.6.T 4.M.c	1.6 3.0 1.0 0.5	taː³m	0	3601	825	- - - - t aː ³ m - -
7163	trap	DNMMumfu2	ǹtʃʊ̌ːm~ntʃʊ̌m / ǹtʃʊ̀mbə́~ntʃʊ̀m	n ¹ tʃ ʊː ¹⁵ m	4 8 1 7 8 4	ATBYTN	N6TY2M	9	9.N.C 9.6.T 9.T.C 9.Y.V 9.2.T 9.M.c	1.6 1.0 1.3 3.0 1.0 0.5	n¹tʃʊː¹⁵m	0	3605	828	n ¹ tʃ - ʊː ¹⁵ m - - -
7164	trap	BKBMashi2	àmfwə́ɣ / bìmfwə́ɣ	a ³ m f w ə ⁵ ɣ	7 8 4 3 6 7 8 3	XTMBCYTN	A6MBWE6G	6	6.A.V 6.6.T 6.M.c 6.B.C 6.W.C 6.E.V 6.6.T 6.G.c	3.0 1.0 1.1 1.3 1.2 3.0 1.0 0.5	a³mfwə⁵ɣ	0	3602	826	- a ³ m f w ə ⁵ ɣ
7165	trap	KFKMashi1	àmfwə~àmfə / bìmfə̀	a ³ m f w ə ³	7 8 4 3 6 7 8	XTMBCYT	A6MBWE6	22	22.A.V 22.6.T 22.M.c 22.B.C 22.W.C 22.E.V 22.6.T	3.0 1.0 1.1 1.3 1.2 3.0 1.0	a³mfwə³	0	3602	826	- a ³ m f w ə ³ -
7166	trap	ABSMissong1	ntsə̀mə́ / bàntsə̀mə́	n ts ə ³ m ə ⁵	4 2 7 8 4 7 8	ACYTBYT	NCE6ME6	1	1.N.C 1.C.C 1.E.V 1.6.T 1.M.C 1.E.V 1.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	ntsə³mə⁵	0	3598	823	n ts ə ³ m ə ⁵
7167	trap	AGAMissong2	kɪ̀kàːlə́ / bìkàːlə́bī	k ɪ ¹ k aː ¹ l ə ⁵	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KI6KA6LE6	2	2.K.C 2.I.V 2.6.T 2.K.C 2.A.V 2.6.T 2.L.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kɪ¹kaː¹lə⁵	0	3599	824	k ɪ ¹ k aː ¹ l ə ⁵
15055	trap	NCCMumfu4	tʃʊ́ / tʃʊ́	tʃ ʊ ⁵	1 7 8	AXT	TY6	32	32.T.C 32.Y.V 32.6.T	1.6 3.0 1.0	tʃʊ⁵	0	3601	827	tʃ ʊ ⁵
15056	trap	MEAMumfu3	tʃʊ̄ / tʃʊ̄	tʃ ʊ ³	1 7 8	AXT	TY6	28	28.T.C 28.Y.V 28.6.T	1.6 3.0 1.0	tʃʊ³	0	3601	827	tʃ ʊ ³
15507	trap	NMSMissong4	ǹtîmnə̀ / bàntîmnə̀	n ¹ t i ⁵¹ m n ə ¹	4 8 1 7 8 4 4 7 8	ATBYTMBYT	N6TI3MNE6	44	44.N.C 44.6.T 44.T.C 44.I.V 44.3.T 44.M.c 44.N.C 44.E.V 44.6.T	1.6 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	n¹ti⁵¹mnə¹	0	3605	828	n ¹ t - i ⁵¹ m n ə ¹
15508	trap	NDNMissong5	íwɪ̂ŋ / kīwɪ̀ŋnə̀	i ⁵ w ɪ ⁵¹ ŋ	7 8 6 7 8 4	XTBYTN	I6WI3N	34	34.I.V 34.6.T 34.W.C 34.I.V 34.3.T 34.N.c	3.0 1.0 1.3 3.0 1.0 0.5	i⁵wɪ⁵¹ŋ	0	3625	833	i ⁵ w ɪ ⁵¹ ŋ
15957	trap	BAAMashi4	ámfʷə́ɣ / bìmfʷə̀ɣbʲə́	a ⁵ m fʷ ə ⁵ ɣ	7 8 4 3 7 8 3	XTMBYTN	A6MBE6G	5	5.A.V 5.6.T 5.M.c 5.B.C 5.E.V 5.6.T 5.G.c	3.0 1.0 1.1 1.3 3.0 1.0 0.5	a⁵mfʷə⁵ɣ	0	3602	826	- a ⁵ m fʷ - ə ⁵ ɣ
15958	trap	NCMMashi5	àmfɘ́ɣ ~ àmfɘ́ɣə̄  / bìmfɘ́ɣ ~ bìmfɘ́ɣə̄	a ³ m f ɘ ⁵ ɣ	7 8 4 3 7 8 3	XTMBYTN	A6MBE6G	33	33.A.V 33.6.T 33.M.c 33.B.C 33.E.V 33.6.T 33.G.c	3.0 1.0 1.1 1.3 3.0 1.0 0.5	a³mfɘ⁵ɣ	0	3602	826	- a ³ m f - ɘ ⁵ ɣ
17705	trap	NFKBiya7	ɪ̀sʊ̌ːŋ~ɪ̀sʊ̀ŋlə́ / ɪ̀sʊ̀ŋlə́	ɪ ¹ s ʊː ¹⁵ ŋ	7 8 3 7 8 4	XTBYTN	I6SY2N	37	37.I.V 37.6.T 37.S.C 37.Y.V 37.2.T 37.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ¹sʊː¹⁵ŋ	0	3615	832	ɪ ¹ s ʊː ¹⁵ ŋ
17706	trap	FBCBiya8	kə̀nta᷇ːm / bìnta᷇ːm	k ə ¹ n t aː ⁵³ m	1 7 8 4 1 7 8 4	AXTMBYTN	KE6NTA3M	13	13.K.C 13.E.V 13.6.T 13.N.c 13.T.C 13.A.V 13.3.T 13.M.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntaː⁵³m	0	3608	825	k ə ¹ n t aː ⁵³ m - -
17707	trap	ENBBiya1	kə̀ntáːm / bìntáːm	k ə ¹ n t aː ⁵ m	1 7 8 4 1 7 8 4	AXTMBYTN	KE6NTA6M	12	12.K.C 12.E.V 12.6.T 12.N.c 12.T.C 12.A.V 12.6.T 12.M.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntaː⁵m	0	3608	825	k ə ¹ n t aː ⁵ m - -
17708	trap	ICNBiya2	kə̀ntǎːm / bə̀ntâːmá~bìntǎːm	k ə ¹ n t aː ¹⁵ m	1 7 8 4 1 7 8 4	AXTMBYTN	KE6NTA2M	14	14.K.C 14.E.V 14.6.T 14.N.c 14.T.C 14.A.V 14.2.T 14.M.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntaː¹⁵m	0	3608	825	k ə ¹ n t aː ¹⁵ m - -
18160	trap	NSFBiya5	kə̀ntám / bìntám	k ə ¹ n t a ⁵ m	1 7 8 4 1 7 8 4	AXTMBYTN	KE6NTA6M	46	46.K.C 46.E.V 46.6.T 46.N.c 46.T.C 46.A.V 46.6.T 46.M.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹nta⁵m	0	3608	825	k ə ¹ n t a ⁵ m - -
18161	trap	NJNBiya6	kə̀ntám / bìntám	k ə ¹ n t a ⁵ m	1 7 8 4 1 7 8 4	AXTMBYTN	KE6NTA6M	40	40.K.C 40.E.V 40.6.T 40.N.c 40.T.C 40.A.V 40.6.T 40.M.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹nta⁵m	0	3608	825	k ə ¹ n t a ⁵ m - -
3387	tree	NVBAbar7	àtɪ̀~kə́tɪ̂ / ɪ̀tɪ̀~ɪ́tɪ̂bî	a ¹ t ɪ ¹	7 8 1 7 8	XTBYT	A6TI6	48	48.A.V 48.6.T 48.T.C 48.I.V 48.6.T	3.0 1.0 1.3 3.0 1.0	a¹tɪ¹	0	3640	838	- a ¹ t ɪ ¹ -
3388	tree	ECLAbar8	kə̀tɪ̀~ə̀tɪ́ / bìtɪ̀~ìtɪ̀	k ə ¹ t ɪ ¹	1 7 8 1 7 8	AXTBYT	KE6TI6	11	11.K.C 11.E.V 11.6.T 11.T.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹tɪ¹	0	3640	838	k ə ¹ t ɪ ¹ -
3389	tree	NMAAbar1	kètɨ̀ɣ / bìtɨ̀ɣ	k e ¹ t ɨ ¹ ɣ	1 7 8 1 7 8 3	AXTBYTN	KE6TI6G	42	42.K.C 42.E.V 42.6.T 42.T.C 42.I.V 42.6.T 42.G.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ke¹tɨ¹ɣ	0	3640	838	k e ¹ t ɨ ¹ ɣ
3390	tree	NACAbar2	kə̀tɪ̀ʲ / bìtɪ̀ʲ	k ə ¹ t ɪ ¹ j	1 7 8 1 7 8 6	AXTBYTN	KE6TI6J	31	31.K.C 31.E.V 31.6.T 31.T.C 31.I.V 31.6.T 31.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	kə¹tɪ¹j	0	3640	838	k ə ¹ t ɪ ¹ j
3391	tree	NEMAjumbu9	kə́tə́ / bə́tə́	k ə ⁵ t ə ⁵	1 7 8 1 7 8	AXTBYT	KE6TE6	36	36.K.C 36.E.V 36.6.T 36.T.C 36.E.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə⁵tə⁵	0	3640	838	k ə ⁵ t ə ⁵ -
3392	tree	NVIAjumbu1	kə́tə́ / ə́bə́tə́~bə́tə́	k ə ⁵ t ə ⁵	1 7 8 1 7 8	AXTBYT	KE6TE6	49	49.K.C 49.E.V 49.6.T 49.T.C 49.E.V 49.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə⁵tə⁵	0	3640	838	k ə ⁵ t ə ⁵ -
3393	tree	KMNAjumbu2	kə́tə́~kə̄tə̄ / bə́tə́	k ə ⁵ t ə ⁵	1 7 8 1 7 8	AXTBYT	KE6TE6	25	25.K.C 25.E.V 25.6.T 25.T.C 25.E.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə⁵tə⁵	0	3640	838	k ə ⁵ t ə ⁵ -
3394	tree	KDCAjumbu10	kə́tə́ / bə́tə́	k ə ⁵ t ə ⁵	1 7 8 1 7 8	AXTBYT	KE6TE6	19	19.K.C 19.E.V 19.6.T 19.T.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə⁵tə⁵	0	3640	838	k ə ⁵ t ə ⁵ -
3395	tree	NNBBuu3	kpʊ́n / kə́tsʊ̂ntə́	kp ʊ ⁵ n	1 7 8 4	AXTN	KY6N	45	45.K.C 45.Y.V 45.6.T 45.N.c	1.6 3.0 1.0 0.5	kpʊ⁵n	0	3641	839	kp - ʊ ⁵ - n
3396	tree	MNJBuu4	kpón / kə́tsʊ́ntə́	kp o ⁵ n	1 7 8 4	AXTN	KU6N	29	29.K.C 29.U.V 29.6.T 29.N.c	1.6 3.0 1.0 0.5	kpo⁵n	0	3641	839	kp - o ⁵ - n
3397	tree	KEMBuu1	kpʊ́n / tsʊ́n	kp ʊ ⁵ n	1 7 8 4	AXTN	KY6N	21	21.K.C 21.Y.V 21.6.T 21.N.c	1.6 3.0 1.0 0.5	kpʊ⁵n	0	3641	839	kp - ʊ ⁵ - n
3398	tree	KCYBuu2	kə̄tɪ̄ / bə́tɪ́kpə́	k ə ³ t ɪ ³	1 7 8 1 7 8	AXTBYT	KE6TI6	18	18.K.C 18.E.V 18.6.T 18.T.C 18.I.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə³tɪ³	0	3640	838	k ə ³ t ɪ ³ -
3399	tree	KHKFang12	kpún / kún	kp u ¹ n	1 7 8 4	AXTN	KY6N	23	23.K.C 23.Y.V 23.6.T 23.N.c	1.6 3.0 1.0 0.5	kpu¹n	0	3641	839	kp - u ¹ - n
3400	tree	DPNFang13	kpún / kún~kʷún	kp u ¹ n	1 7 8 4	AXTN	KY6N	10	10.K.C 10.Y.V 10.6.T 10.N.c	1.6 3.0 1.0 0.5	kpu¹n	0	3641	839	kp - u ¹ - n
3401	tree	KDVFang1	kpʊ̄n / kwʊ́n	kp ʊ ³ n	1 7 8 4	AXTN	KY6N	20	20.K.C 20.Y.V 20.6.T 20.N.c	1.6 3.0 1.0 0.5	kpʊ³n	0	3641	839	kp - ʊ ³ - n
3402	tree	KJSFang2	kpʊ́n / kwʊ́n	kp ʊ ⁵ n	1 7 8 4	AXTN	KY6N	24	24.K.C 24.Y.V 24.6.T 24.N.c	1.6 3.0 1.0 0.5	kpʊ⁵n	0	3641	839	kp - ʊ ⁵ - n
3403	tree	JGYKoshin3	kpéɲ / tséɲ	kp e ⁵ ɲ	1 7 8 4	AXTN	KE6N	15	15.K.C 15.E.V 15.6.T 15.N.c	1.6 3.0 1.0 0.5	kpe⁵ɲ	0	3641	839	kp - e ⁵ - ɲ
3404	tree	TELKoshin4	kpɪ́ɲ / tsɪ́ɲ	kp ɪ ⁵ ɲ	1 7 8 4	AXTN	KI6N	50	50.K.C 50.I.V 50.6.T 50.N.c	1.6 3.0 1.0 0.5	kpɪ⁵ɲ	0	3641	839	kp - ɪ ⁵ - ɲ
3405	tree	KCSKung3	fə̀kâʔ / m̄kâʔ	f ə ¹ k a ⁵¹ ʔ	3 7 8 1 7 8 1	AXTBYTN	BE6KA3H	17	17.B.C 17.E.V 17.6.T 17.K.C 17.A.V 17.3.T 17.H.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	fə¹ka⁵¹ʔ	0	3644	840	f ə ¹ k a ⁵¹ ʔ
3406	tree	NJSKung4	fə́kâʔ / ḿkâʔ	f ə ⁵ k a ⁵¹ ʔ	3 7 8 1 7 8 1	AXTBYTN	BE6KA3H	41	41.B.C 41.E.V 41.6.T 41.K.C 41.A.V 41.3.T 41.H.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	fə⁵ka⁵¹ʔ	0	3644	840	f ə ⁵ k a ⁵¹ ʔ
3407	tree	ZKGKung1	fə́kâʔ / ḿkâʔ	f ə ⁵ k a ⁵¹ ʔ	3 7 8 1 7 8 1	AXTBYTN	BE6KA3H	53	53.B.C 53.E.V 53.6.T 53.K.C 53.A.V 53.3.T 53.H.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	fə⁵ka⁵¹ʔ	0	3644	840	f ə ⁵ k a ⁵¹ ʔ
3408	tree	BNMKung2	fə̀kâʔ / m̀kâʔ	f ə ¹ k a ⁵¹ ʔ	3 7 8 1 7 8 1	AXTBYTN	BE6KA3H	7	7.B.C 7.E.V 7.6.T 7.K.C 7.A.V 7.3.T 7.H.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	fə¹ka⁵¹ʔ	0	3644	840	f ə ¹ k a ⁵¹ ʔ
3409	tree	NMNMundabli3	kpāːn / tswān	kp aː ³ n	1 7 8 4	AXTN	KA6N	43	43.K.C 43.A.V 43.6.T 43.N.c	1.6 3.0 1.0 0.5	kpaː³n	0	3641	839	kp - aː ³ - n
3410	tree	CENMundabli2	kpān / tswán	kp a ³ n	1 7 8 4	AXTN	KA6N	8	8.K.C 8.A.V 8.6.T 8.N.c	1.6 3.0 1.0 0.5	kpa³n	0	3641	839	kp - a ³ - n
3411	tree	LFNMundabli1	kpāːn / tswán	kp aː ³ n	1 7 8 4	AXTN	KA6N	26	26.K.C 26.A.V 26.6.T 26.N.c	1.6 3.0 1.0 0.5	kpaː³n	0	3641	839	kp - aː ³ - n
3412	tree	NINMundabli4	kpáːn / tsūānyə́	kp aː ⁵ n	1 7 8 4	AXTN	KA6N	39	39.K.C 39.A.V 39.6.T 39.N.c	1.6 3.0 1.0 0.5	kpaː⁵n	0	3641	839	kp - aː ⁵ - n
3413	tree	NGTMunken3	àtì / bìtì	a ¹ t i ¹	7 8 1 7 8	XTBYT	A6TI6	38	38.A.V 38.6.T 38.T.C 38.I.V 38.6.T	3.0 1.0 1.3 3.0 1.0	a¹ti¹	0	3640	838	- a ¹ t i ¹ -
3414	tree	NUNMunken4	àtì / bìtì	a ¹ t i ¹	7 8 1 7 8	XTBYT	A6TI6	47	47.A.V 47.6.T 47.T.C 47.I.V 47.6.T	3.0 1.0 1.3 3.0 1.0	a¹ti¹	0	3640	838	- a ¹ t i ¹ -
3415	tree	NEAMunken1	àtì / bìtì	a ¹ t i ¹	7 8 1 7 8	XTBYT	A6TI6	35	35.A.V 35.6.T 35.T.C 35.I.V 35.6.T	3.0 1.0 1.3 3.0 1.0	a¹ti¹	0	3640	838	- a ¹ t i ¹ -
3416	tree	TNTMunken2	àtì / bìtì	a ¹ t i ¹	7 8 1 7 8	XTBYT	A6TI6	51	51.A.V 51.6.T 51.T.C 51.I.V 51.6.T	3.0 1.0 1.3 3.0 1.0	a¹ti¹	0	3640	838	- a ¹ t i ¹ -
3417	tree	MCANgun3	kə̀tòː~àtòː / bìtòː~ɪ̀tò	k ə ¹ t oː ¹	1 7 8 1 7 8	AXTBYT	KE6TU6	27	27.K.C 27.E.V 27.6.T 27.T.C 27.U.V 27.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹toː¹	0	3640	838	k ə ¹ t oː ¹ -
3418	tree	KBMNgun4	kə̀tò / bìtò	k ə ¹ t o ¹	1 7 8 1 7 8	AXTBYT	KE6TU6	16	16.K.C 16.E.V 16.6.T 16.T.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹to¹	0	3640	838	k ə ¹ t o ¹ -
3419	tree	WCANgun1	kə́tœ̂ / bítœ̂	k ə ⁵ t œ ⁵¹	1 7 8 1 7 8	AXTBYT	KE6TU3	52	52.K.C 52.E.V 52.6.T 52.T.C 52.U.V 52.3.T	1.6 3.0 1.0 1.3 3.0 1.0	kə⁵tœ⁵¹	0	3640	838	k ə ⁵ t œ ⁵¹ -
3420	tree	AOMNgun2	kə̀tø̀ / bìtø̀	k ə ¹ t ø ¹	1 7 8 1 7 8	AXTBYT	KE6TU6	3	3.K.C 3.E.V 3.6.T 3.T.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹tø¹	0	3640	838	k ə ¹ t ø ¹ -
3421	tree	APBMumfu1	kyáŋ / kyáŋbə́	k j a ⁵ ŋ	1 6 7 8 4	ACXTN	KJA6N	4	4.K.C 4.J.C 4.A.V 4.6.T 4.N.c	1.6 1.2 3.0 1.0 0.5	kja⁵ŋ	0	3641	839	k j a ⁵ - ŋ
3422	tree	DNMMumfu2	kyáŋn / kyáŋmbɛ́n	k j a ⁵ ŋ n	1 6 7 8 4 4	ACXTLN	KJA6NN	9	9.K.C 9.J.C 9.A.V 9.6.T 9.N.c 9.N.c	1.6 1.2 3.0 1.0 1.1 0.5	kja⁵ŋn	0	3641	839	k j a ⁵ ŋ n
3423	tree	BKBMashi2	átí / bítí	a ⁵ t i ⁵	7 8 1 7 8	XTBYT	A6TI6	6	6.A.V 6.6.T 6.T.C 6.I.V 6.6.T	3.0 1.0 1.3 3.0 1.0	a⁵ti⁵	0	3640	838	- a ⁵ t i ⁵ -
3424	tree	KFKMashi1	átí / bítí	a ⁵ t i ⁵	7 8 1 7 8	XTBYT	A6TI6	22	22.A.V 22.6.T 22.T.C 22.I.V 22.6.T	3.0 1.0 1.3 3.0 1.0	a⁵ti⁵	0	3640	838	- a ⁵ t i ⁵ -
3425	tree	ABSMissong1	ʊ̀kwà / ìkwà	ʊ ¹ k w a ¹	7 8 1 6 7 8	XTBCYT	Y6KWA6	1	1.Y.V 1.6.T 1.K.C 1.W.C 1.A.V 1.6.T	3.0 1.0 1.3 1.2 3.0 1.0	ʊ¹kwa¹	0	3644	837	ʊ ¹ k w a ¹
