ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
2679	813_ladder	ladder	MNJBuu4	MNJ-Buu-4	kō / kə̀ko᷇ːtə̄	kō	k o.³/o	buuu1246		6.54	10.28		1 7	AX	KU	28	28.K.C 28.U.V	2.0 1.5	ko.³/o	0	1938	- k o.³/o -
2680	813_ladder	ladder	KEMBuu1	KEM-Buu-1	ko᷇ː / kə̀ko᷇ːtə́	ko᷇ː	k oː.⁵³/oː	buuu1246		6.54	10.28		1 7	AX	KU	20	20.K.C 20.U.V	2.0 1.5	koː.⁵³/oː	0	1938	- k oː.⁵³/oː -
2681	813_ladder	ladder	KCYBuu2	KCY-Buu-2	ko᷇ː / kə̀ko᷇ːtə́	ko᷇ː	k oː.⁵³/oː	buuu1246		6.54	10.28		1 7	AX	KU	17	17.K.C 17.U.V	2.0 1.5	koː.⁵³/oː	0	1938	- k oː.⁵³/oː -
2682	813_ladder	ladder	KHKFang12	KHK-Fang-12	ko᷇ː / tə̀ko᷇ː	ko᷇ː	k oː.⁵³/oː	fang1248		6.54384	10.319		1 7	AX	KU	22	22.K.C 22.U.V	2.0 1.5	koː.⁵³/oː	0	1938	- k oː.⁵³/oː -
2683	813_ladder	ladder	DPNFang13	DPN-Fang-13	ko᷇ː / tə̀ko᷇ː	ko᷇ː	k oː.⁵³/oː	fang1248		6.54384	10.319		1 7	AX	KU	10	10.K.C 10.U.V	2.0 1.5	koː.⁵³/oː	0	1938	- k oː.⁵³/oː -
2684	813_ladder	ladder	KDVFang1	KDV-Fang-1	ko᷇ / tə̀ko᷇	ko᷇	k o.⁵/o	fang1248		6.54384	10.319		1 7	AX	KU	19	19.K.C 19.U.V	2.0 1.5	ko.⁵/o	0	1938	- k o.⁵/o -
2685	813_ladder	ladder	KJSFang2	KJS-Fang-2	ko᷇ / tə̀ko᷇	ko᷇	k o.⁵/o	fang1248		6.54384	10.319		1 7	AX	KU	23	23.K.C 23.U.V	2.0 1.5	ko.⁵/o	0	1938	- k o.⁵/o -
2686	813_ladder	ladder	JGYKoshin3	JGY-Koshin-3	kə̀ntɛ́ː / bə̀ntɛ́ː	kə̀ntɛ́ː	k ə.¹/ə n t ɛː.⁵/ɛː	kosh1246		6.5817	10.299		1 7 4 1 7	AXMBZ	KENTE	14	14.K.C 14.E.V 14.N.c 14.T.C 14.E.V	2.0 1.5 1.1 1.75 0.8	kə.¹/əntɛː.⁵/ɛː	0	1948	- k - ə.¹/ə n t ɛː.⁵/ɛː
2687	813_ladder	ladder	TELKoshin4	TEL-Koshin-4	kə̀ntɛ́ː / bə̀ntɛ́	kə̀ntɛ́ː	k ə.¹/ə n t ɛː.⁵/ɛː	kosh1246		6.5817	10.299		1 7 4 1 7	AXMBZ	KENTE	46	46.K.C 46.E.V 46.N.c 46.T.C 46.E.V	2.0 1.5 1.1 1.75 0.8	kə.¹/əntɛː.⁵/ɛː	0	1948	- k - ə.¹/ə n t ɛː.⁵/ɛː
2688	813_ladder	ladder	MRYKoshin2	MRY-Koshin-2	kə̀ntɛ̌ː / ø	kə̀ntɛ̌ː	k ə.¹/ə n t ɛː.¹⁵/ɛː	kosh1246		6.5817	10.299		1 7 4 1 7	AXMBZ	KENTE	29	29.K.C 29.E.V 29.N.c 29.T.C 29.E.V	2.0 1.5 1.1 1.75 0.8	kə.¹/əntɛː.¹⁵/ɛː	0	1948	- k - ə.¹/ə n t ɛː.¹⁵/ɛː
2689	813_ladder	ladder	KCSKung3	KCS-Kung-3	ʊ́kɔ́ʔ / m̀kɔ́ʔ	ʊ́kɔ́ʔ	ʊ.⁵/ʊ k ɔ.⁵/ɔ ʔ	kung1260		6.53881	10.2073		7 1 7 1	XBYN	YKUH	16	16.Y.V 16.K.C 16.U.V 16.H.c	1.5 1.75 1.3 0.8	ʊ.⁵/ʊkɔ.⁵/ɔʔ	0	1938	ʊ.⁵/ʊ k ɔ.⁵/ɔ ʔ
2690	813_ladder	ladder	NJSKung4	NJS-Kung-4	ʊ́kɔ́ʔ / ḿkɔ́ʔ	ʊ́kɔ́ʔ	ʊ.⁵/ʊ k ɔ.⁵/ɔ ʔ	kung1260		6.53881	10.2073		7 1 7 1	XBYN	YKUH	38	38.Y.V 38.K.C 38.U.V 38.H.c	1.5 1.75 1.3 0.8	ʊ.⁵/ʊkɔ.⁵/ɔʔ	0	1938	ʊ.⁵/ʊ k ɔ.⁵/ɔ ʔ
2691	813_ladder	ladder	ZKGKung1	ZKG-Kung-1	kɔ́ʔ / úkɔ́ʔ~sə̀kɔ́ʔ	kɔ́ʔ	k ɔ.⁵/ɔ ʔ	kung1260		6.53881	10.2073		1 7 1	AXN	KUH	49	49.K.C 49.U.V 49.H.c	2.0 1.5 0.8	kɔ.⁵/ɔʔ	0	1938	- k ɔ.⁵/ɔ ʔ
2692	813_ladder	ladder	BNMKung2	BNM-Kung-2	kɔ́ʔ / sə̀kɔ́ʔ	kɔ́ʔ	k ɔ.⁵/ɔ ʔ	kung1260		6.53881	10.2073		1 7 1	AXN	KUH	7	7.K.C 7.U.V 7.H.c	2.0 1.5 0.8	kɔ.⁵/ɔʔ	0	1938	- k ɔ.⁵/ɔ ʔ
2693	813_ladder	ladder	NMNMundabli3	NMN-Mundabli-3	kʷɛ̄n / kʷɛ̄n	kʷɛ̄n	kʷ ɛ.³/ɛ n	mund1340					1 7 4	AXN	KEN	40	40.K.C 40.E.V 40.N.c	2.0 1.5 0.8	kʷɛ.³/ɛn	0	1948	- kʷ - ɛ.³/ɛ n - -
2694	813_ladder	ladder	CENMundabli2	CEN-Mundabli-2	kʷɛ̄n / kʷɛ́n	kʷɛ̄n	kʷ ɛ.³/ɛ n	mund1340					1 7 4	AXN	KEN	8	8.K.C 8.E.V 8.N.c	2.0 1.5 0.8	kʷɛ.³/ɛn	0	1948	- kʷ - ɛ.³/ɛ n - -
2695	813_ladder	ladder	LFNMundabli1	LFN-Mundabli-1	kwɛ́n / kwɛ́nkó	kwɛ́n	k w ɛ.⁵/ɛ n	mund1340					1 6 7 4	ACXN	KWEN	25	25.K.C 25.W.C 25.E.V 25.N.c	2.0 1.5 1.5 0.8	kwɛ.⁵/ɛn	0	1948	- k w ɛ.⁵/ɛ n - -
2696	813_ladder	ladder	NINMundabli4	NIN-Mundabli-4	kwə́n / kwə́nkə́	kwə́n	k w ə.⁵/ə n	mund1340					1 6 7 4	ACXN	KWEN	37	37.K.C 37.W.C 37.E.V 37.N.c	2.0 1.5 1.5 0.8	kwə.⁵/ən	0	1948	- k w ə.⁵/ə n - -
2697	813_ladder	ladder	NGTMunken3	NGT-Munken-3	ʊ́kó / kìkɔ̀ːlə́	ʊ́kó	ʊ.⁵/ʊ k o.⁵/o	munk1244					7 1 7	XBZ	YKU	36	36.Y.V 36.K.C 36.U.V	1.5 1.75 0.8	ʊ.⁵/ʊko.⁵/o	0	1938	ʊ.⁵/ʊ k o.⁵/o -
2698	813_ladder	ladder	NUNMunken4	NUN-Munken-4	ʊ́kɔ́ / ɪ́kɔ́	ʊ́kɔ́	ʊ.⁵/ʊ k ɔ.⁵/ɔ	munk1244					7 1 7	XBZ	YKU	43	43.Y.V 43.K.C 43.U.V	1.5 1.75 0.8	ʊ.⁵/ʊkɔ.⁵/ɔ	0	1938	ʊ.⁵/ʊ k ɔ.⁵/ɔ -
2699	813_ladder	ladder	NEAMunken1	NEA-Munken-1	ʊ́kɔ́ / ɪ́kɔ́~kɪ́kɔ́ːlə́	ʊ́kɔ́	ʊ.⁵/ʊ k ɔ.⁵/ɔ	munk1244					7 1 7	XBZ	YKU	34	34.Y.V 34.K.C 34.U.V	1.5 1.75 0.8	ʊ.⁵/ʊkɔ.⁵/ɔ	0	1938	ʊ.⁵/ʊ k ɔ.⁵/ɔ -
2700	813_ladder	ladder	TNTMunken2	TNT-Munken-2	ʊ̀kɔ́ / kìkɔ́ːlə́	ʊ̀kɔ́	ʊ.¹/ʊ k ɔ.⁵/ɔ	munk1244					7 1 7	XBZ	YKU	47	47.Y.V 47.K.C 47.U.V	1.5 1.75 0.8	ʊ.¹/ʊkɔ.⁵/ɔ	0	1938	ʊ.¹/ʊ k ɔ.⁵/ɔ -
2701	813_ladder	ladder	MCANgun3	MCA-Ngun-3	ʊ̀kʷɛ́n / bìʊ̀kʷɛ́n~àkʷɛ́n	ʊ̀kʷɛ́n	ʊ.¹/ʊ kʷ ɛ.⁵/ɛ n	ngun1279					7 1 7 4	XBYN	YKEN	26	26.Y.V 26.K.C 26.E.V 26.N.c	1.5 1.75 1.3 0.8	ʊ.¹/ʊkʷɛ.⁵/ɛn	0	1948	ʊ.¹/ʊ kʷ - ɛ.⁵/ɛ n - -
2702	813_ladder	ladder	KBMNgun4	KBM-Ngun-4	ʊ̀kʷɛ́n / kə̀kʷə́n~ɪ̀kʷə́n	ʊ̀kʷɛ́n	ʊ.¹/ʊ kʷ ɛ.⁵/ɛ n	ngun1279					7 1 7 4	XBYN	YKEN	15	15.Y.V 15.K.C 15.E.V 15.N.c	1.5 1.75 1.3 0.8	ʊ.¹/ʊkʷɛ.⁵/ɛn	0	1948	ʊ.¹/ʊ kʷ - ɛ.⁵/ɛ n - -
2703	813_ladder	ladder	WCANgun1	WCA-Ngun-1	ʊ́kwɛ́n / kʊ̄kwɛ́n ~kə́kǽ	ʊ́kwɛ́n	ʊ.⁵/ʊ k w ɛ.⁵/ɛ n	ngun1279					7 1 6 7 4	XBCYN	YKWEN	48	48.Y.V 48.K.C 48.W.C 48.E.V 48.N.c	1.5 1.75 1.5 1.3 0.8	ʊ.⁵/ʊkwɛ.⁵/ɛn	0	1948	ʊ.⁵/ʊ k w ɛ.⁵/ɛ n - -
2704	813_ladder	ladder	AOMNgun2	AOM-Ngun-2	ʊ̀kwɛ́n / kə̀kwɛ́n	ʊ̀kwɛ́n	ʊ.¹/ʊ k w ɛ.⁵/ɛ n	ngun1279					7 1 6 7 4	XBCYN	YKWEN	3	3.Y.V 3.K.C 3.W.C 3.E.V 3.N.c	1.5 1.75 1.5 1.3 0.8	ʊ.¹/ʊkwɛ.⁵/ɛn	0	1948	ʊ.¹/ʊ k w ɛ.⁵/ɛ n - -
2705	813_ladder	ladder	APBMumfu1	APB-Mumfu-1	kpʊ᷇ː / kpʊ̂nkə́	kpʊ᷇ː	kp ʊː.¹/ʊː	mufu1234					1 7	AX	KY	4	4.K.C 4.Y.V	2.0 1.5	kpʊː.¹/ʊː	0	1938	- kp ʊː.¹/ʊː -
2706	813_ladder	ladder	DNMMumfu2	DNM-Mumfu-2	kpʊ́n / kpʊ́nkə́	kpʊ́n	kp ʊ.⁵/ʊ n	mufu1234					1 7 4	AXN	KYN	9	9.K.C 9.Y.V 9.N.c	2.0 1.5 0.8	kpʊ.⁵/ʊn	0	1948	- kp - ʊ.⁵/ʊ n - -
2707	813_ladder	ladder	BKBMashi2	BKB-Mashi-2	tʃāklɪ́ / bʊ̀ntʃáklɪ́	tʃāklɪ́	tʃ a.³/a k l ɪ.⁵/ɪ	naki1238		6.62784	10.2378		1 7 1 5 7	AXBCZ	TAKLI	6	6.T.C 6.A.V 6.K.C 6.L.C 6.I.V	2.0 1.5 1.75 1.5 0.8	tʃa.³/aklɪ.⁵/ɪ	0	1939	tʃ a.³/a k l ɪ.⁵/ɪ
2708	813_ladder	ladder	KFKMashi1	KFK-Mashi-1	tʃàklɪ̂ / tʃáklɪ́	tʃàklɪ̂	tʃ a.¹/a k l ɪ.⁵¹/ɪ	naki1238		6.62784	10.2378		1 7 1 5 7	AXBCZ	TAKLI	21	21.T.C 21.A.V 21.K.C 21.L.C 21.I.V	2.0 1.5 1.75 1.5 0.8	tʃa.¹/aklɪ.⁵¹/ɪ	0	1939	tʃ a.¹/a k l ɪ.⁵¹/ɪ
2709	813_ladder	ladder	ABSMissong1	ABS-Missong-1	ʊ̀kónə́ / ìkónə́	ʊ̀kónə́	ʊ.¹/ʊ k o.⁵/o n ə.⁵/ə	miss1255					7 1 7 4 7	XBYBZ	YKUNE	1	1.Y.V 1.K.C 1.U.V 1.N.C 1.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊko.⁵/onə.⁵/ə	0	1948	ʊ.¹/ʊ k - o.⁵/o n - ə.⁵/ə
2710	813_ladder	ladder	AGAMissong2	AGA-Missong-2	ʊ̀kónə́ / ìkónə́yī~	ʊ̀kónə́	ʊ.¹/ʊ k o.⁵/o n ə.⁵/ə	miss1255					7 1 7 4 7	XBYBZ	YKUNE	2	2.Y.V 2.K.C 2.U.V 2.N.C 2.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊko.⁵/onə.⁵/ə	0	1948	ʊ.¹/ʊ k - o.⁵/o n - ə.⁵/ə
5259	813_ladder	ladder	NCCMumfu4	NCC-Mumfu-4	kpʊ́n / kpʊ́n	kpʊ́n	kp ʊ.⁵/ʊ n	mufu1234					1 7 4	AXN	KYN	31	31.K.C 31.Y.V 31.N.c	2.0 1.5 0.8	kpʊ.⁵/ʊn	0	1948	- kp - ʊ.⁵/ʊ n - -
5260	813_ladder	ladder	MEAMumfu3	MEA-Mumfu-3	kpʊ́n / kpʊ́n	kpʊ́n	kp ʊ.⁵/ʊ n	mufu1234					1 7 4	AXN	KYN	27	27.K.C 27.Y.V 27.N.c	2.0 1.5 0.8	kpʊ.⁵/ʊn	0	1948	- kp - ʊ.⁵/ʊ n - -
5535	813_ladder	ladder	NMSMissong4	NMS-Missong-4	ʊ̀kʷónə́ / ɪ̀kʷónə́	ʊ̀kʷónə́	ʊ.¹/ʊ kʷ o.⁵/o n ə.⁵/ə	miss1255					7 1 7 4 7	XBYBZ	YKUNE	41	41.Y.V 41.K.C 41.U.V 41.N.C 41.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊkʷo.⁵/onə.⁵/ə	0	1948	ʊ.¹/ʊ kʷ - o.⁵/o n - ə.⁵/ə
5536	813_ladder	ladder	NDNMissong5	NDN-Missong-5	ʊ̀kʊ́nə́ / ɪ̀kʊ́ːnə́	ʊ̀kʊ́nə́	ʊ.¹/ʊ k ʊ.⁵/ʊ n ə.⁵/ə	miss1255					7 1 7 4 7	XBYBZ	YKYNE	33	33.Y.V 33.K.C 33.Y.V 33.N.C 33.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.¹/ʊkʊ.⁵/ʊnə.⁵/ə	0	1948	ʊ.¹/ʊ k - ʊ.⁵/ʊ n - ə.⁵/ə
5811	813_ladder	ladder	BAAMashi4	BAA-Mashi-4	tʃáklɪ́ / tʃáklɪ́jə́	tʃáklɪ́	tʃ a.⁵/a k l ɪ.⁵/ɪ	naki1238		6.62784	10.2378		1 7 1 5 7	AXBCZ	TAKLI	5	5.T.C 5.A.V 5.K.C 5.L.C 5.I.V	2.0 1.5 1.75 1.5 0.8	tʃa.⁵/aklɪ.⁵/ɪ	0	1939	tʃ a.⁵/a k l ɪ.⁵/ɪ
5812	813_ladder	ladder	NCMMashi5	NCM-Mashi-5	tʃàklɪ̄ / tʃáklɪ́	tʃàklɪ̄	tʃ a.¹/a k l ɪ.³/ɪ	naki1238		6.62784	10.2378		1 7 1 5 7	AXBCZ	TAKLI	32	32.T.C 32.A.V 32.K.C 32.L.C 32.I.V	2.0 1.5 1.75 1.5 0.8	tʃa.¹/aklɪ.³/ɪ	0	1939	tʃ a.¹/a k l ɪ.³/ɪ
1067	822_leaf	leaf	NVBAbar7	NVB-Abar-7	ɪ̀dʒán / àndʒánmʷɪ̂	ɪ̀dʒán	ɪ.¹/ɪ dʒ a.⁵/a n	abar1239					7 1 7 4	XBYN	ITAN	44	44.I.V 44.T.C 44.A.V 44.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒa.⁵/an	0	1949	- ɪ.¹/ɪ dʒ a.⁵/a n
1068	822_leaf	leaf	ECLAbar8	ECL-Abar-8	ɪ̄dʒán / mʷɪ̀ⁿdʒán	ɪ̄dʒán	ɪ.³/ɪ dʒ a.⁵/a n	abar1239					7 1 7 4	XBYN	ITAN	11	11.I.V 11.T.C 11.A.V 11.N.c	1.5 1.75 1.3 0.8	ɪ.³/ɪdʒa.⁵/an	0	1949	- ɪ.³/ɪ dʒ a.⁵/a n
1069	822_leaf	leaf	NMAAbar1	NMA-Abar-1	ídʒán / mwɪ̀ndʒán	ídʒán	i.⁵/i dʒ a.⁵/a n	abar1239					7 1 7 4	XBYN	ITAN	39	39.I.V 39.T.C 39.A.V 39.N.c	1.5 1.75 1.3 0.8	i.⁵/idʒa.⁵/an	0	1949	- i.⁵/i dʒ a.⁵/a n
1070	822_leaf	leaf	NACAbar2	NAC-Abar-2	ɪ̀dʒán / mə̀ndʒán	ɪ̀dʒán	ɪ.¹/ɪ dʒ a.⁵/a n	abar1239					7 1 7 4	XBYN	ITAN	30	30.I.V 30.T.C 30.A.V 30.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒa.⁵/an	0	1949	- ɪ.¹/ɪ dʒ a.⁵/a n
1071	822_leaf	leaf	NEMAjumbu9	NEM-Ajumbu-9	zán / ázáɲ	zán	z a.⁵/a n	mbuu1238		6.53792	10.2556		3 7 4	AXN	SAN	35	35.S.C 35.A.V 35.N.c	2.0 1.5 0.8	za.⁵/an	0	1965	z a.⁵/a n -
1072	822_leaf	leaf	NVIAjumbu1	NVI-Ajumbu-1	záɲ / àzáɲ	záɲ	z a.⁵/a ɲ	mbuu1238		6.53792	10.2556		3 7 4	AXN	SAN	45	45.S.C 45.A.V 45.N.c	2.0 1.5 0.8	za.⁵/aɲ	0	1965	z a.⁵/a ɲ -
1073	822_leaf	leaf	KMNAjumbu2	KMN-Ajumbu-2	záɲ / kə̀záɲlə́~àzáɲ	záɲ	z a.⁵/a ɲ	mbuu1238		6.53792	10.2556		3 7 4	AXN	SAN	24	24.S.C 24.A.V 24.N.c	2.0 1.5 0.8	za.⁵/aɲ	0	1965	z a.⁵/a ɲ -
1074	822_leaf	leaf	KDCAjumbu10	KDC-Ajumbu-10	záːnə́~záɲ / ázáɲ	záːnə́	z aː.⁵/aː n ə.⁵/ə	mbuu1238		6.53792	10.2556		3 7 4 7	AXBZ	SANE	18	18.S.C 18.A.V 18.N.C 18.E.V	2.0 1.5 1.75 0.8	zaː.⁵/aːnə.⁵/ə	0	1965	z aː.⁵/aː n ə.⁵/ə
1075	822_leaf	leaf	ENBBiya1	ENB-Biya-1	ɪ̀dʒə́n / kə̀dʒə́n	ɪ̀dʒə́n	ɪ.¹/ɪ dʒ ə.⁵/ə n	biya1235					7 1 7 4	XBYN	ITEN	12	12.I.V 12.T.C 12.E.V 12.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.⁵/ən	0	1949	- ɪ.¹/ɪ dʒ ə.⁵/ə n
1076	822_leaf	leaf	ICNBiya2	ICN-Biya-2	ìdʒə́n / àdʒə́n	ìdʒə́n	i.¹/i dʒ ə.⁵/ə n	biya1235					7 1 7 4	XBYN	ITEN	13	13.I.V 13.T.C 13.E.V 13.N.c	1.5 1.75 1.3 0.8	i.¹/idʒə.⁵/ən	0	1949	- i.¹/i dʒ ə.⁵/ə n
1077	822_leaf	leaf	NNBBuu3	NNB-Buu-3	yɛ́n / kə̀yɛ́ntə́	yɛ́n	j ɛ.⁵/ɛ n	buuu1246		6.54	10.28		6 7 4	AXN	JEN	42	42.J.C 42.E.V 42.N.c	2.0 1.5 0.8	jɛ.⁵/ɛn	0	1956	j - ɛ.⁵/ɛ n
1078	822_leaf	leaf	MNJBuu4	MNJ-Buu-4	yʲɛ́n / kə̀yʲɛ́ntə́	yʲɛ́n	j j ɛ.⁵/ɛ n	buuu1246		6.54	10.28		6 6 7 4	ACYN	JJEN	28	28.J.C 28.J.C 28.E.V 28.N.c	2.0 1.5 1.3 0.8	jjɛ.⁵/ɛn	0	1956	j j ɛ.⁵/ɛ n
1079	822_leaf	leaf	KEMBuu1	KEM-Buu-1	yɛ́n / kə̀yɛ̀ntə́	yɛ́n	j ɛ.⁵/ɛ n	buuu1246		6.54	10.28		6 7 4	AXN	JEN	20	20.J.C 20.E.V 20.N.c	2.0 1.5 0.8	jɛ.⁵/ɛn	0	1956	j - ɛ.⁵/ɛ n
1080	822_leaf	leaf	KCYBuu2	KCY-Buu-2	yɛ́n / ə́yɛ́n	yɛ́n	j ɛ.⁵/ɛ n	buuu1246		6.54	10.28		6 7 4	AXN	JEN	17	17.J.C 17.E.V 17.N.c	2.0 1.5 0.8	jɛ.⁵/ɛn	0	1956	j - ɛ.⁵/ɛ n
1081	822_leaf	leaf	KHKFang12	KHK-Fang-12	wə̂n / jɛ́n~jə́n	wə̂n	w ə.⁵¹/ə n	fang1248		6.54384	10.319		6 7 4	AXN	WEN	22	22.W.C 22.E.V 22.N.c	2.0 1.5 0.8	wə.⁵¹/ən	0	1956	- w ə.⁵¹/ə n
1082	822_leaf	leaf	DPNFang13	DPN-Fang-13	wə᷇ːn / jə́n	wə᷇ːn	w əː.⁵³/əː n	fang1248		6.54384	10.319		6 7 4	AXN	WEN	10	10.W.C 10.E.V 10.N.c	2.0 1.5 0.8	wəː.⁵³/əːn	0	1956	- w əː.⁵³/əː n
1083	822_leaf	leaf	KDVFang1	KDV-Fang-1	wə᷇n / yə᷇n	wə᷇n	w ə.⁵³/ə n	fang1248		6.54384	10.319		6 7 4	AXN	WEN	19	19.W.C 19.E.V 19.N.c	2.0 1.5 0.8	wə.⁵³/ən	0	1956	- w ə.⁵³/ə n
1084	822_leaf	leaf	KJSFang2	KJS-Fang-2	wə᷇n / yə́n (3/4)	wə᷇n	w ə.⁵³/ə n	fang1248		6.54384	10.319		6 7 4	AXN	WEN	23	23.W.C 23.E.V 23.N.c	2.0 1.5 0.8	wə.⁵³/ən	0	1956	- w ə.⁵³/ə n
1085	822_leaf	leaf	JGYKoshin3	JGY-Koshin-3	ɥéɲ / dʒéɲ	ɥéɲ	ɥ e.⁵/e ɲ	kosh1246		6.5817	10.299		6 7 4	AXN	JEN	14	14.J.C 14.E.V 14.N.c	2.0 1.5 0.8	ɥe.⁵/eɲ	0	1956	ɥ - e.⁵/e ɲ
1086	822_leaf	leaf	TELKoshin4	TEL-Koshin-4	ɥɪ́ɲ / dʒɪ́ɲ	ɥɪ́ɲ	ɥ ɪ.⁵/ɪ ɲ	kosh1246		6.5817	10.299		6 7 4	AXN	JIN	46	46.J.C 46.I.V 46.N.c	2.0 1.5 0.8	ɥɪ.⁵/ɪɲ	0	1956	ɥ - ɪ.⁵/ɪ ɲ
1087	822_leaf	leaf	MRYKoshin2	MRY-Koshin-2	wɪ́ɲ /  dʒɨ́n	wɪ́ɲ	w ɪ.⁵/ɪ ɲ	kosh1246		6.5817	10.299		6 7 4	AXN	WIN	29	29.W.C 29.I.V 29.N.c	2.0 1.5 0.8	wɪ.⁵/ɪɲ	0	1956	- w ɪ.⁵/ɪ ɲ
1088	822_leaf	leaf	KCSKung3	KCS-Kung-3	ìfû / sə̀fû	ìfû	i.¹/i f u.⁵¹/u	kung1260		6.53881	10.2073		7 3 7	XBZ	IBY	16	16.I.V 16.B.C 16.Y.V	1.5 1.75 0.8	i.¹/ifu.⁵¹/u	0	1963	i.¹/i f u.⁵¹/u
1089	822_leaf	leaf	NJSKung4	NJS-Kung-4	ɪ́fʊ᷇ / sə̀fʊ᷇	ɪ́fʊ᷇	ɪ.⁵/ɪ f ʊ.⁵³/ʊ	kung1260		6.53881	10.2073		7 3 7	XBZ	IBY	38	38.I.V 38.B.C 38.Y.V	1.5 1.75 0.8	ɪ.⁵/ɪfʊ.⁵³/ʊ	0	1963	ɪ.⁵/ɪ f ʊ.⁵³/ʊ
1090	822_leaf	leaf	ZKGKung1	ZKG-Kung-1	wǔːtɔ᷇ːŋ~ʊ́tɔ᷇ːŋ /  sə́tɔ᷇ːŋ	wǔːtɔ᷇ːŋ	w uː.¹⁵/uː t ɔː.⁵³/ɔː ŋ	kung1260		6.53881	10.2073		6 7 1 7 4	AXBYN	WYTUN	49	49.W.C 49.Y.V 49.T.C 49.U.V 49.N.c	2.0 1.5 1.75 1.3 0.8	wuː.¹⁵/uːtɔː.⁵³/ɔːŋ	0	1949	w uː.¹⁵/uː t ɔː.⁵³/ɔː ŋ
1091	822_leaf	leaf	BNMKung2	BNM-Kung-2	tɔ́ŋkʊ̄ŋ / sə̀tɔ́ŋkʊ̄ŋ	tɔ́ŋkʊ̄ŋ	t ɔ.⁵/ɔ ŋ k ʊ.³/ʊ ŋ	kung1260		6.53881	10.2073		1 7 4 1 7 4	AXMBYN	TUNKYN	7	7.T.C 7.U.V 7.N.c 7.K.C 7.Y.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tɔ.⁵/ɔŋkʊ.³/ʊŋ	0	1955	t ɔ.⁵/ɔ ŋ k ʊ.³/ʊ ŋ
1092	822_leaf	leaf	NMNMundabli3	NMN-Mundabli-3	yán / yán	yán	j a.⁵/a n	mund1340					6 7 4	AXN	JAN	40	40.J.C 40.A.V 40.N.c	2.0 1.5 0.8	ja.⁵/an	0	1956	j - a.⁵/a n
1093	822_leaf	leaf	CENMundabli2	CEN-Mundabli-2	yán / yáːn	yán	j a.⁵/a n	mund1340					6 7 4	AXN	JAN	8	8.J.C 8.A.V 8.N.c	2.0 1.5 0.8	ja.⁵/an	0	1956	j - a.⁵/a n
1094	822_leaf	leaf	LFNMundabli1	LFN-Mundabli-1	fɛ̄ː / fɛ̄ːbó	fɛ̄ː	f ɛː.³/ɛː	mund1340					3 7	AX	BE	25	25.B.C 25.E.V	2.0 1.5	fɛː.³/ɛː	0	1963	- f ɛː.³/ɛː
1095	822_leaf	leaf	NINMundabli4	NIN-Mundabli-4	fɛ̂ / fɛ̂ːbó	fɛ̂	f ɛ.⁵¹/ɛ	mund1340					3 7	AX	BE	37	37.B.C 37.E.V	2.0 1.5	fɛ.⁵¹/ɛ	0	1963	- f ɛ.⁵¹/ɛ
1096	822_leaf	leaf	NGTMunken3	NGT-Munken-3	ɪ́dʒə́n / ádʒə́n	ɪ́dʒə́n	ɪ.⁵/ɪ dʒ ə.⁵/ə n	munk1244					7 1 7 4	XBYN	ITEN	36	36.I.V 36.T.C 36.E.V 36.N.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪdʒə.⁵/ən	0	1949	- ɪ.⁵/ɪ dʒ ə.⁵/ə n
1097	822_leaf	leaf	NUNMunken4	NUN-Munken-4	ɪ́dʒɛ́n / ádʒɛ́n	ɪ́dʒɛ́n	ɪ.⁵/ɪ dʒ ɛ.⁵/ɛ n	munk1244					7 1 7 4	XBYN	ITEN	43	43.I.V 43.T.C 43.E.V 43.N.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪdʒɛ.⁵/ɛn	0	1949	- ɪ.⁵/ɪ dʒ ɛ.⁵/ɛ n
1098	822_leaf	leaf	NEAMunken1	NEA-Munken-1	ɪ́dʒə́n / ádʒə́n	ɪ́dʒə́n	ɪ.⁵/ɪ dʒ ə.⁵/ə n	munk1244					7 1 7 4	XBYN	ITEN	34	34.I.V 34.T.C 34.E.V 34.N.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪdʒə.⁵/ən	0	1949	- ɪ.⁵/ɪ dʒ ə.⁵/ə n
