ID	Concept	Doculect	Value	Tokens
16337	fire	G64_Pangwa	mwoto	m w o t o
16338	fire-wood	G64_Pangwa	ɲaha	ɲ a h a
16339	fish	G64_Pangwa	somba	s o m b a
16340	five	G64_Pangwa	chihano	c h i h a n o
16341	fly	G64_Pangwa	-kuluxa	k u l u x a
16342	four	G64_Pangwa	ine	i n e
16343	give	G64_Pangwa	(khu)pela	p e l a
16344	goat	G64_Pangwa	i-mene(s)	i m e n e
16345	ground, soil	G64_Pangwa	mfumbi	m f u m b i
16346	hair	G64_Pangwa	luywili	l u j w i l i
16347	head	G64_Pangwa	mutwe	m u t w e
16348	hear	G64_Pangwa	(khu)pulikha	p u l i k h a
16349	heart	G64_Pangwa	mtima	m t i m a
16350	horn	G64_Pangwa	lipembe	l i p e m b e
16351	house	G64_Pangwa	ɲumba	ɲ u m b a
16352	hunger	G64_Pangwa	njala	n j a l a
16353	intestine	G64_Pangwa	matumbu	m a t u m b u
16354	kill	G64_Pangwa	(khu)buda	b u d a
16355	knee	G64_Pangwa	lifukamilo	l i f u k a m i l o
16356	knife	G64_Pangwa	khimake	k h i m a k e
16357	know	G64_Pangwa	(khu)maɲa	m a ɲ a
16358	leaf	G64_Pangwa	litundu	l i t u n d u
16359	leg	G64_Pangwa	likulu	l i k u l u
16360	liver	G64_Pangwa	mtima	m t i m a
16361	louse	G64_Pangwa	lisosolo	l i s o s o l o
16362	man	G64_Pangwa	mkosi	m k o s i
16363	moon	G64_Pangwa	mwechi	m w e c h i
16364	mouth	G64_Pangwa	mlomo	m l o m o
16365	name	G64_Pangwa	litawa	l i t a w a
16366	navel	G64_Pangwa	mduŋgu	m d u ŋ g u
16367	neck	G64_Pangwa	singo	s i n g o
16368	night	G64_Pangwa	khilo	k h i l o
16369	nose	G64_Pangwa	meŋelo	m e ŋ e l o
16370	one	G64_Pangwa	yimonga	j i m o n g a
16371	person	G64_Pangwa	munu	m u n u
16372	rain	G64_Pangwa	fula	f u l a
16373	road	G64_Pangwa	njila	n j i l a
16374	root	G64_Pangwa	mlela	m l e l a
16375	salt	G64_Pangwa	mwiɲo	m w i ɲ o
16376	sand	G64_Pangwa	mhanga	m h a n g a
16377	see	G64_Pangwa	khulola	k h u l o l a
16378	send	G64_Pangwa	(khu)tuma	t u m a
16379	shame	G64_Pangwa	soni	s o n i
16380	sing	G64_Pangwa	khuyimba	k h u j i m b a
16381	skin	G64_Pangwa	iŋkola	i ŋ k o l a
16382	sky	G64_Pangwa	i-ʃaɲa	i ʃ a ɲ a
16383	sleep	G64_Pangwa	khukona itulo(kulala usingi)	k h u k o n a i t u l o
16384	smoke	G64_Pangwa	i-lyosi	i l j o s i
16385	snake	G64_Pangwa	liyokha	l i j o k h a
16386	spear	G64_Pangwa	mkoha	m k o h a
16387	steal	G64_Pangwa	khuhicha	k h u h i c h a
16388	stone	G64_Pangwa	likanga	l i k a n g a
16389	sun	G64_Pangwa	lichuva	l i c h u v a
16390	tail	G64_Pangwa	mkhila	m k h i l a
16391	ten	G64_Pangwa	kumi	k u m i
16392	three	G64_Pangwa	chidatu	c h i d a t u
16393	tongue	G64_Pangwa	ululimi	u l u l i m i
16394	tooth	G64_Pangwa	lino	l i n o
16395	tree	G64_Pangwa	libihi	l i b i h i
16396	two	G64_Pangwa	fivili	f i v i l i
16397	urine	G64_Pangwa	matunji	m a t u n j i
16398	vomit	G64_Pangwa	-dexa	d e x a
16399	walk	G64_Pangwa	khu-kenda	k h u k e n d a
16400	war	G64_Pangwa	ngondo	n g o n d o
16401	water	G64_Pangwa	makasi	m a k a s i
16402	wind	G64_Pangwa	mepo	m e p o
16403	woman	G64_Pangwa	vadala	v a d a l a
16404	dew	G64_Pangwa	nungwa	n u n g w a
16405	iron	G64_Pangwa	ʃuma	ʃ u m a
16406	animal	G65_Kinga	iɲama	i ɲ a m a
16407	arm	G65_Kinga	ikivoko	i k i v o k o
16408	ashes	G65_Kinga	ilyela	i l j e l a
16409	bark	G65_Kinga	ilibanzi	i l i b a n z i
16410	bed	G65_Kinga	uvulili	u v u l i l i
16411	belly	G65_Kinga	ilitumbu	i l i t u m b u
16412	big	G65_Kinga	mbaha	m b a h a
16413	bird	G65_Kinga	ikidege	i k i d e g e
16414	bite	G65_Kinga	ukuluma	u k u l u m a
16415	blood	G65_Kinga	unkisa	u n k i s a
16416	bone	G65_Kinga	ilitsege	i l i ts e g e
16417	breast	G65_Kinga	amavele	a m a v e l e
16418	burn	G65_Kinga	ukupya	u k u p j a
16419	child	G65_Kinga	umwana	u m w a n a
16420	cloud	G65_Kinga	ulukungugu	u l u k u n g u g u
16421	come	G65_Kinga	ukwitsa	u k w i ts a
16422	count	G65_Kinga	ukuvala	u k u v a l a
16423	die	G65_Kinga	ukuswa	u k u s w a
16424	dog	G65_Kinga	imbwa	i m b w a
16425	drink	G65_Kinga	ukuɲwa	u k u ɲ w a
16426	ear	G65_Kinga	imbulukutu	i m b u l u k u t u
16427	eat	G65_Kinga	ukulʸa	u k u l j a
16428	egg	G65_Kinga	ɩlikaŋa	ɪ l i k a ŋ a
16429	elephant	G65_Kinga	itembwe	i t e m b w e
16430	eye	G65_Kinga	iliho	i l i h o
16431	face	G65_Kinga	pamiho	p a m i h o
16432	fall	G65_Kinga	ukuguva	u k u g u v a
16433	fat, oil	G65_Kinga	amaviga	a m a v i g a
16434	feather	G65_Kinga	amabuge	a m a b u g e
16435	fingernail	G65_Kinga	ulukonze	u l u k o n z e
16436	fire	G65_Kinga	umwoto	u m w o t o
16437	fire-wood	G65_Kinga	iɲagala	i ɲ a g a l a
16438	fish	G65_Kinga	isomba	i s o m b a
16439	five	G65_Kinga	kyahano	k j a h a n o
16440	fly	G65_Kinga	-ʦemba	ts e m b a
16441	four	G65_Kinga	kwani	k w a n i
16442	give	G65_Kinga	ukumpa	u k u m p a
16443	goat	G65_Kinga	imene	i m e n e
16444	ground, soil	G65_Kinga	umaŋga	u m a ŋ g a
16445	hair	G65_Kinga	ulujyuli	u l u j j u l i
16446	head	G65_Kinga	untwe	u n t w e
16447	hear	G65_Kinga	ukupulika	u k u p u l i k a
16448	heart	G65_Kinga	inumbula	i n u m b u l a
16449	horn	G65_Kinga	ulusuga	u l u s u g a
16450	house	G65_Kinga	iɲumba	i ɲ u m b a
16451	hunger	G65_Kinga	inzala	i n z a l a
16452	intestine	G65_Kinga	uvutumbu	u v u t u m b u
16453	kill	G65_Kinga	ukubuda	u k u b u d a
16454	knee	G65_Kinga	ilisugamilo	i l i s u g a m i l o
16455	knife	G65_Kinga	umage	u m a g e
16456	know	G65_Kinga	ukukimaɲa	u k u k i m a ɲ a
16457	leaf	G65_Kinga	ilyiani	i l j i a n i
16458	leg	G65_Kinga	ikilunde	i k i l u n d e
16459	liver	G65_Kinga	untema	u n t e m a
16460	louse	G65_Kinga	isosolo	i s o s o l o
16461	man	G65_Kinga	ugosi	u g o s i
16462	moon	G65_Kinga	umwetsi	u m w e ts i
16463	mouth	G65_Kinga	undomo	u n d o m o
16464	name	G65_Kinga	ilitawa	i l i t a w a
16465	navel	G65_Kinga	uŋkusu	u ŋ k u s u
16466	neck	G65_Kinga	isingo	i s i n g o
16467	night	G65_Kinga	pakilo	p a k i l o
16468	nose	G65_Kinga	imeŋo	i m e ŋ o
16469	one	G65_Kinga	kipamato	k i p a m a t o
16470	person	G65_Kinga	umunu	u m u n u
16471	rain	G65_Kinga	isula	i s u l a
16472	road	G65_Kinga	inzila	i n z i l a
16473	root	G65_Kinga	ʊndɛla	ʊ n d ɛ l a
16474	salt	G65_Kinga	umwiɲo	u m w i ɲ o
16475	sand	G65_Kinga	umanga	u m a n g a
16476	see	G65_Kinga	ukulola	u k u l o l a
16477	send	G65_Kinga	ukukelika	u k u k e l i k a
16478	shame	G65_Kinga	isoni	i s o n i
16479	sing	G65_Kinga	ukwimba	u k w i m b a
16480	skin	G65_Kinga	iŋguvu	i ŋ g u v u
16481	sky	G65_Kinga	ilivingo	i l i v i n g o
16482	sleep	G65_Kinga	itulu	i t u l u
16483	smoke	G65_Kinga	ukupepa	u k u p e p a
16484	snake	G65_Kinga	inzoka	i n z o k a
16485	spear	G65_Kinga	ingoha	i n g o h a
16486	steal	G65_Kinga	ukuhitsa	u k u h i ts a
16487	stone	G65_Kinga	iliganga	i l i g a n g a
16488	sun	G65_Kinga	ilitsuva	i l i ts u v a
16489	tail	G65_Kinga	unkila	u n k i l a
16490	ten	G65_Kinga	kitsigo	k i ts i g o
16491	three	G65_Kinga	kyadatu	k j a d a t u
16492	tongue	G65_Kinga	ululimi	u l u l i m i
16493	tooth	G65_Kinga	ilino	i l i n o
16494	tree	G65_Kinga	ilibiki	i l i b i k i
16495	two	G65_Kinga	sivili	s i v i l i
16496	urine	G65_Kinga	amatunzi	a m a t u n z i
16497	village	G65_Kinga	uwutsenge uwudebe	u w u ts e n g e u w u d e b e
16498	vomit	G65_Kinga	-deka	d e k a
16499	walk	G65_Kinga	ukugenda	u k u g e n d a
16500	war	G65_Kinga	iligoha	i l i g o h a
16501	water	G65_Kinga	amagasi	a m a g a s i
16502	wind	G65_Kinga	imepo	i m e p o
16503	woman	G65_Kinga	udala	u d a l a
16504	dew	G65_Kinga	ulumi	u l u m i
16505	iron	G65_Kinga	ikyʊma	i k j ʊ m a
16506	animal	G66_Wanji	iɲama	i ɲ a m a
16507	arm	G66_Wanji	luvoko	l u v o k o
16508	ashes	G66_Wanji	lipembo	l i p e m b o
16509	bed	G66_Wanji	uvulili	u v u l i l i
16510	belly	G66_Wanji	lileme	l i l e m e
16511	big	G66_Wanji	-aha	a h a
16512	bird	G66_Wanji	njuni	n j u n i
16513	bite	G66_Wanji	ŋheɲa	ŋ h e ɲ a
16514	blood	G66_Wanji	danda	d a n d a
16515	bone	G66_Wanji	lufumba	l u f u m b a
16516	breast	G66_Wanji	mavele	m a v e l e
16517	burn	G66_Wanji	(ku)vika	v i k a
16518	child	G66_Wanji	mwana	m w a n a
16519	cloud	G66_Wanji	lifunde	l i f u n d e
16520	come	G66_Wanji	(ku)kwisa	k w i s a
16521	count	G66_Wanji	(ku)vala	v a l a
16522	die	G66_Wanji	(ku)fua	f u a
16523	dog	G66_Wanji	mbua	m b u a
16524	drink	G66_Wanji	(ku)ɲua	ɲ u a
16525	ear	G66_Wanji	mbuɣulutu	m b u ɣ u l u t u
16526	eat	G66_Wanji	ku-lia	k u l i a
16527	egg	G66_Wanji	elekáŋa	e l e k a ŋ a
16528	elephant	G66_Wanji	n'jungua	n j u n g u a
16529	eye	G66_Wanji	liso	l i s o
16530	face	G66_Wanji	pamaso	p a m a s o
16531	fall	G66_Wanji	(ku)ɣua	ɣ u a
16532	feather	G66_Wanji	magala	m a g a l a
16533	fingernail	G66_Wanji	lwove	l w o v e
16534	fire	G66_Wanji	mwoto	m w o t o
16535	fire-wood	G66_Wanji	sanjala	s a n j a l a
16536	fish	G66_Wanji	inswi	i n s w i
16537	five	G66_Wanji	lihano	l i h a n o
16538	fly	G66_Wanji	-pululuka	p u l u l u k a
16539	four	G66_Wanji	fine	f i n e
16540	give	G66_Wanji	(ku)pela	p e l a
16541	goat	G66_Wanji	mene	m e n e
16542	ground, soil	G66_Wanji	lihaŋga	l i h a ŋ g a
16543	hair	G66_Wanji	liɲele	l i ɲ e l e
16544	head	G66_Wanji	mutu	m u t u
16545	hear	G66_Wanji	(ku)pulika	p u l i k a
16546	heart	G66_Wanji	nhumbula	n h u m b u l a
16547	horn	G66_Wanji	lipembe	l i p e m b e
16548	house	G66_Wanji	iɲumba	i ɲ u m b a
16549	hunger	G66_Wanji	njaa	n j a a
16550	intestine	G66_Wanji	matumbu	m a t u m b u
16551	kill	G66_Wanji	(ku)budisia	b u d i s i a
16552	knee	G66_Wanji	lifundo	l i f u n d o
16553	knife	G66_Wanji	kimaɣe	k i m a ɣ e
16554	know	G66_Wanji	(ku)kagula	k a g u l a
16555	leaf	G66_Wanji	litundu	l i t u n d u
16556	leg	G66_Wanji	luɣulu	l u ɣ u l u
16557	liver	G66_Wanji	ntima	n t i m a
16558	louse	G66_Wanji	sosolo	s o s o l o
16559	man	G66_Wanji	muɣosi	m u ɣ o s i
16560	moon	G66_Wanji	mwesi	m w e s i
16561	mouth	G66_Wanji	mulomo	m u l o m o
16562	name	G66_Wanji	litavua	l i t a v u a
16563	navel	G66_Wanji	nduva	n d u v a
16564	neck	G66_Wanji	singo	s i n g o
16565	night	G66_Wanji	kilo	k i l o
16566	nose	G66_Wanji	mula	m u l a
16567	one	G66_Wanji	kimo	k i m o
16568	person	G66_Wanji	munu	m u n u
16569	rain	G66_Wanji	fula	f u l a
16570	road	G66_Wanji	lusila	l u s i l a
16571	root	G66_Wanji	lulela	l u l e l a
16572	salt	G66_Wanji	mwiɲo	m w i ɲ o
16573	sand	G66_Wanji	lihanga	l i h a n g a
16574	see	G66_Wanji	(ku)lola	l o l a
16575	send	G66_Wanji	(ku)suŋha	s u ŋ h a
16576	shame	G66_Wanji	soni	s o n i
16577	sing	G66_Wanji	(ku)kwimba	k w i m b a
16578	skin	G66_Wanji	ŋgola	ŋ g o l a
16579	sky	G66_Wanji	vulanga	v u l a n g a
16580	sleep	G66_Wanji	tulu	t u l u
16581	smoke	G66_Wanji	lyosi	l j o s i
16582	snake	G66_Wanji	njoka	n j o k a
16583	spear	G66_Wanji	malala	m a l a l a
16584	steal	G66_Wanji	(ku)hija	h i j a
16585	stone	G66_Wanji	livue	l i v u e
16586	sun	G66_Wanji	lijuva	l i j u v a
16587	tail	G66_Wanji	nkila	n k i l a
16588	ten	G66_Wanji	kijiɣo	k i j i ɣ o
16589	three	G66_Wanji	fitatu	f i t a t u
16590	tongue	G66_Wanji	ulumili	u l u m i l i
16591	tooth	G66_Wanji	lino	l i n o
16592	tree	G66_Wanji	mpiki	m p i k i
16593	two	G66_Wanji	fivili	f i v i l i
16594	urine	G66_Wanji	matundilo	m a t u n d i l o
16595	village	G66_Wanji	likaja	l i k a j a
16596	vomit	G66_Wanji	ku-sʷetula	k u sʷ e t u l a
16597	walk	G66_Wanji	luta lʷa maɣulu	l u t a l w a m a ɣ u l u
16598	war	G66_Wanji	lilugu	l i l u g u
16599	water	G66_Wanji	malenga	m a l e n g a
16600	wind	G66_Wanji	imhepo	i m h e p o
16601	woman	G66_Wanji	n'dala	n d a l a
16602	dew	G66_Wanji	ulumi	u l u m i
16603	iron	G66_Wanji	kyuma	k j u m a
16604	animal	M11_Pimbwe	iiɲama	i i ɲ a m a
16605	arm	M11_Pimbwe	ib'oko	i b o k o
16606	ashes	M11_Pimbwe	itunde	i t u n d e
16607	bark	M11_Pimbwe	ulugula	u l u g u l a
16608	bed	M11_Pimbwe	itʃitala	i tʃ i t a l a
16609	belly	M11_Pimbwe	inda	i n d a
16610	big	M11_Pimbwe	-ikulu	i k u l u
16611	bird	M11_Pimbwe	ichoni	i c h o n i
16612	bite	M11_Pimbwe	ukuluma	u k u l u m a
16613	blood	M11_Pimbwe	ib'waazi	i b w a a z i
16614	bone	M11_Pimbwe	ifupa	i f u p a
16615	breast	M11_Pimbwe	amadib'a	a m a d i b a
16616	burn	M11_Pimbwe	ukwaaka	u k w a a k a
16617	child	M11_Pimbwe	umwaana	u m w a a n a
16618	cloud	M11_Pimbwe	ilunde	i l u n d e
16619	come	M11_Pimbwe	ukwiida	u k w i i d a
16620	count	M11_Pimbwe	ukub'adya	u k u b a d j a
16621	die	M11_Pimbwe	ukufwa	u k u f w a
16622	dog	M11_Pimbwe	imbwa	i m b w a
16623	drink	M11_Pimbwe	ukunwa	u k u n w a
16624	ear	M11_Pimbwe	itwi	i t w i
16625	eat	M11_Pimbwe	ukulʸa	u k u l j a
16626	egg	M11_Pimbwe	ituŋgu	i t u ŋ g u
16627	elephant	M11_Pimbwe	indovu	i n d o v u
16628	eye	M11_Pimbwe	ilinso	i l i n s o
16629	face	M11_Pimbwe	kumiinso	k u m i i n s o
16630	fall	M11_Pimbwe	ukuwa	u k u w a
16631	fat, oil	M11_Pimbwe	amafuta	a m a f u t a
16632	feather	M11_Pimbwe	amavumbu	a m a v u m b u
16633	fingernail	M11_Pimbwe	uluzala	u l u z a l a
16634	fire	M11_Pimbwe	umnilo	u m n i l o
16635	fire-wood	M11_Pimbwe	inkwi	i n k w i
16636	fish	M11_Pimbwe	inswi	i n s w i
16637	five	M11_Pimbwe	sano	s a n o
16638	fly	M11_Pimbwe	uku-uluka	u k u u l u k a
16639	four	M11_Pimbwe	ine	i n e
16640	give	M11_Pimbwe	ukupa	u k u p a
16641	goat	M11_Pimbwe	imbudi	i m b u d i
16642	ground, soil	M11_Pimbwe	insi	i n s i
16643	hair	M11_Pimbwe	eɲele	e ɲ e l e
16644	head	M11_Pimbwe	umtwe	u m t w e
16645	hear	M11_Pimbwe	ukupulika	u k u p u l i k a
16646	heart	M11_Pimbwe	umoodo	u m o o d o
16647	horn	M11_Pimbwe	ipembe	i p e m b e
16648	house	M11_Pimbwe	iɲuumba	i ɲ u u m b a
16649	hunger	M11_Pimbwe	indala	i n d a l a
16650	intestine	M11_Pimbwe	indoka dya mnda	i n d o k a d j a m n d a
16651	kill	M11_Pimbwe	ukub'ulaga	u k u b u l a g a
16652	knee	M11_Pimbwe	ikokola	i k o k o l a
16653	knife	M11_Pimbwe	ichaambi	i c h a a m b i
16654	know	M11_Pimbwe	ukumaɲa	u k u m a ɲ a
16655	leaf	M11_Pimbwe	ifwa	i f w a
16656	leg	M11_Pimbwe	ilyulu	i l j u l u
16657	liver	M11_Pimbwe	itima	i t i m a
16658	louse	M11_Pimbwe	inda	i n d a
16659	man	M11_Pimbwe	umonsi wane [my]	u m o n s i w a n e
16660	moon	M11_Pimbwe	umweedi	u m w e e d i
16661	mouth	M11_Pimbwe	umnomo	u m n o m o
16662	name	M11_Pimbwe	uludina	u l u d i n a
16663	navel	M11_Pimbwe	icikombo	i c i k o m b o
16664	neck	M11_Pimbwe	insingo	i n s i n g o
16665	night	M11_Pimbwe	ub'usiku	u b u s i k u
16666	nose	M11_Pimbwe	impuna	i m p u n a
16667	one	M11_Pimbwe	imwi	i m w i
16668	person	M11_Pimbwe	imntu	i m n t u
16669	rain	M11_Pimbwe	imvula	i m v u l a
16670	road	M11_Pimbwe	indila	i n d i l a
16671	root	M11_Pimbwe	imisisi	i m i s i s i
16672	salt	M11_Pimbwe	umchele	u m c h e l e
16673	sand	M11_Pimbwe	imisanga	i m i s a n g a
16674	see	M11_Pimbwe	ukulola	u k u l o l a
16675	send	M11_Pimbwe	ukutumikidya	u k u t u m i k i d j a
16676	shame	M11_Pimbwe	insoni	i n s o n i
16677	sing	M11_Pimbwe	ukwiimba	u k w i i m b a
16678	skin	M11_Pimbwe	insaβa	i n s a β a
16679	sky	M11_Pimbwe	mwiyulu	m w i j u l u
16680	sleep	M11_Pimbwe	utulo	u t u l o
16681	smoke	M11_Pimbwe	ilyoonsi	i l j o o n s i
16682	snake	M11_Pimbwe	indoka	i n d o k a
16683	spear	M11_Pimbwe	iisumo	i i s u m o
16684	steal	M11_Pimbwe	ukwiib'a	u k w i i b a
16685	stone	M11_Pimbwe	iwe	i w e
16686	sun	M11_Pimbwe	idub'a	i d u b a
16687	tail	M11_Pimbwe	umsinda	u m s i n d a
16688	ten	M11_Pimbwe	ikumi	i k u m i
16689	three	M11_Pimbwe	tatu	t a t u
16690	tongue	M11_Pimbwe	ululimi	u l u l i m i
16691	tooth	M11_Pimbwe	ilino	i l i n o
16692	tree	M11_Pimbwe	umti	u m t i
16693	two	M11_Pimbwe	b'ili	b i l i
16694	urine	M11_Pimbwe	amatundi	a m a t u n d i
16695	village	M11_Pimbwe	ikada	i k a d a
16696	vomit	M11_Pimbwe	uku-luka	u k u l u k a
16697	walk	M11_Pimbwe	ukuya	u k u j a
16698	war	M11_Pimbwe	ivita	i v i t a
16699	water	M11_Pimbwe	amandi	a m a n d i
16700	wind	M11_Pimbwe	umza	u m z a
16701	woman	M11_Pimbwe	umkota	u m k o t a
16702	dew	M11_Pimbwe	ulume	u l u m e
16703	iron	M11_Pimbwe	icela	i c e l a
16704	animal	M12_Lungwa	ichiɲama	i c h i ɲ a m a
16705	arm	M12_Lungwa	iwoko	i w o k o
16706	ashes	M12_Lungwa	itunde	i t u n d e
16707	bark	M12_Lungwa	ulugula	u l u g u l a
16708	bed	M12_Lungwa	icitala	i c i t a l a
16709	belly	M12_Lungwa	ennda	e n n d a
16710	big	M12_Lungwa	-nkulu	n k u l u
16711	bird	M12_Lungwa	akamwelwe	a k a m w e l w e
16712	bite	M12_Lungwa	ukuluma	u k u l u m a
16713	blood	M12_Lungwa	uwazi	u w a z i
16714	bone	M12_Lungwa	ifupa	i f u p a
16715	breast	M12_Lungwa	amaziwa	a m a z i w a
16716	burn	M12_Lungwa	ukwaka	u k w a k a
16717	child	M12_Lungwa	umwana	u m w a n a
16718	cloud	M12_Lungwa	ilunde	i l u n d e
16719	come	M12_Lungwa	ukwiza	u k w i z a
16720	count	M12_Lungwa	ukuwazya	u k u w a z j a
16721	die	M12_Lungwa	ukufwa	u k u f w a
16722	dog	M12_Lungwa	embwa	e m b w a
16723	drink	M12_Lungwa	ukunwa	u k u n w a
16724	ear	M12_Lungwa	itwi	i t w i
16725	eat	M12_Lungwa	ukulʸa	u k u l j a
16726	egg	M12_Lungwa	ituŋgu	i t u ŋ g u
16727	elephant	M12_Lungwa	inzovu	i n z o v u
16728	eye	M12_Lungwa	ilinso	i l i n s o
16729	face	M12_Lungwa	kuminso	k u m i n s o
16730	fall	M12_Lungwa	ukuwa	u k u w a
16731	fat, oil	M12_Lungwa	amafuta	a m a f u t a
16732	feather	M12_Lungwa	amavuumbu	a m a v u u m b u
16733	fingernail	M12_Lungwa	uluzala	u l u z a l a
16734	fire	M12_Lungwa	umoto	u m o t o
16735	fire-wood	M12_Lungwa	inkwi	i n k w i
16736	fish	M12_Lungwa	ennswi	e n n s w i
16737	five	M12_Lungwa	-sanu	s a n u
16738	fly	M12_Lungwa	uku-uluka	u k u u l u k a
16739	four	M12_Lungwa	-ne	n e
16740	give	M12_Lungwa	ukupa	u k u p a
16741	goat	M12_Lungwa	embuzi	e m b u z i
16742	ground, soil	M12_Lungwa	innsi	i n n s i
16743	hair	M12_Lungwa	uluɲele	u l u ɲ e l e
16744	head	M12_Lungwa	umtwe	u m t w e
16745	hear	M12_Lungwa	ukupulika	u k u p u l i k a
16746	heart	M12_Lungwa	umodo	u m o d o
16747	horn	M12_Lungwa	ipembe	i p e m b e
16748	house	M12_Lungwa	eɲumba	e ɲ u m b a
16749	hunger	M12_Lungwa	enzala	e n z a l a
16750	intestine	M12_Lungwa	uula	u u l a
16751	kill	M12_Lungwa	ukumuula	u k u m u u l a
16752	knee	M12_Lungwa	ikookola	i k o o k o l a
16753	knife	M12_Lungwa	ichisyu	i c h i s j u
16754	know	M12_Lungwa	ukumaɲa	u k u m a ɲ a
16755	leaf	M12_Lungwa	ifwa	i f w a
16756	leg	M12_Lungwa	ilyuulu	i l j u u l u
16757	liver	M12_Lungwa	itima	i t i m a
16758	louse	M12_Lungwa	inda	i n d a
16759	man	M12_Lungwa	umonsi	u m o n s i
16760	moon	M12_Lungwa	umweezi	u m w e e z i
16761	mouth	M12_Lungwa	umnomo	u m n o m o
16762	name	M12_Lungwa	iziina	i z i i n a
16763	navel	M12_Lungwa	icikombo	i c i k o m b o
16764	neck	M12_Lungwa	ensingo	e n s i n g o
16765	night	M12_Lungwa	uwusiku	u w u s i k u
16766	nose	M12_Lungwa	empuna	e m p u n a
16767	one	M12_Lungwa	-mwi	m w i
16768	person	M12_Lungwa	umntu	u m n t u
16769	rain	M12_Lungwa	envula	e n v u l a
16770	road	M12_Lungwa	inzila	i n z i l a
16771	root	M12_Lungwa	umsisi	u m s i s i
16772	salt	M12_Lungwa	ichumvi	i c h u m v i
16773	sand	M12_Lungwa	ulusengela	u l u s e n g e l a
16774	see	M12_Lungwa	ukulola	u k u l o l a
16775	send	M12_Lungwa	ukutuma	u k u t u m a
16776	shame	M12_Lungwa	insoni	i n s o n i
16777	sing	M12_Lungwa	ukwiimba	u k w i i m b a
16778	skin	M12_Lungwa	insawa	i n s a w a
16779	sky	M12_Lungwa	iyulu	i j u l u
16780	sleep	M12_Lungwa	utulo	u t u l o
16781	smoke	M12_Lungwa	ilyonsi	i l j o n s i
16782	snake	M12_Lungwa	inzoka	i n z o k a
16783	spear	M12_Lungwa	isumo	i s u m o
16784	steal	M12_Lungwa	ukwiwa	u k w i w a
16785	stone	M12_Lungwa	iwe	i w e
16786	sun	M12_Lungwa	ilyuuwa	i l j u u w a
16787	tail	M12_Lungwa	umsinda	u m s i n d a
16788	ten	M12_Lungwa	ikumi	i k u m i
16789	three	M12_Lungwa	-tatu	t a t u
16790	tongue	M12_Lungwa	ululimi	u l u l i m i
16791	tooth	M12_Lungwa	iliino	i l i i n o
16792	tree	M12_Lungwa	umti	u m t i
16793	two	M12_Lungwa	-wili	w i l i
16794	urine	M12_Lungwa	amatunzi	a m a t u n z i
16795	village	M12_Lungwa	ikaada	i k a a d a
16796	vomit	M12_Lungwa	uku-laka	u k u l a k a
16797	walk	M12_Lungwa	ukusaafili	u k u s a a f i l i
16798	war	M12_Lungwa	isumo	i s u m o
16799	water	M12_Lungwa	amanzi	a m a n z i
16800	wind	M12_Lungwa	umza	u m z a
16801	woman	M12_Lungwa	umkota	u m k o t a
16802	dew	M12_Lungwa	ulume	u l u m e
16803	iron	M12_Lungwa	icela	i c e l a
16804	animal	M13_Fipa	iiɲama	i i ɲ a m a
16805	arm	M13_Fipa	iikasa	i i k a s a
16806	ashes	M13_Fipa	iitwi	i i t w i
16807	bark	M13_Fipa	ichuula	i c h u u l a
16808	bed	M13_Fipa	icitala	i c i t a l a
16809	belly	M13_Fipa	iinda	i i n d a
16810	big	M13_Fipa	yaakula	j a a k u l a
16811	bird	M13_Fipa	ichuuni	i c h u u n i
16812	bite	M13_Fipa	ukuluma	u k u l u m a
16813	blood	M13_Fipa	uwaazi	u w a a z i
16814	bone	M13_Fipa	iifupa	i i f u p a
16815	breast	M13_Fipa	amayele	a m a j e l e
16816	burn	M13_Fipa	ukwaaka	u k w a a k a
16817	child	M13_Fipa	umwaana	u m w a a n a
16818	cloud	M13_Fipa	ipuufi	i p u u f i
16819	come	M13_Fipa	ukwiiza	u k w i i z a
16820	count	M13_Fipa	ukusolosya	u k u s o l o s j a
16821	die	M13_Fipa	uukufwa	u u k u f w a
16822	dog	M13_Fipa	siimbwa	s i i m b w a
16823	drink	M13_Fipa	ukunwa	u k u n w a
16824	ear	M13_Fipa	iikutwi	i i k u t w i
16825	eat	M13_Fipa	uukulʸa	u u k u l j a
16826	egg	M13_Fipa	aamayi	a a m a j i
16827	elephant	M13_Fipa	iintilya	i i n t i l j a
16828	eye	M13_Fipa	iliinso	i l i i n s o
16829	face	M13_Fipa	apamaanso	a p a m a a n s o
16830	fall	M13_Fipa	ukupona	u k u p o n a
16831	fat, oil	M13_Fipa	amafuta	a m a f u t a
16832	feather	M13_Fipa	amavumbu	a m a v u m b u
16833	fingernail	M13_Fipa	ulungala	u l u n g a l a
16834	fire	M13_Fipa	umooto	u m o o t o
16835	fire-wood	M13_Fipa	iinkwi	i i n k w i
16836	fish	M13_Fipa	iinswi	i i n s w i
16837	five	M13_Fipa	visaano	v i s a a n o
16838	fly	M13_Fipa	uku-uluka	u k u u l u k a
16839	four	M13_Fipa	zinni	z i n n i
16840	give	M13_Fipa	ukupele	u k u p e l e
16841	goat	M13_Fipa	imbuzi	i m b u z i
16842	ground, soil	M13_Fipa	uunsili	u u n s i l i
16843	hair	M13_Fipa	iiɲele	i i ɲ e l e
16844	head	M13_Fipa	uumutwe	u u m u t w e
